"","data","Período","Curso","Campus","Você.acredita.que.as.vagas.ofertadas.no.RAE.foram.suficientes.","Com.relação.às.disciplinas.que.queria.cursar..você.conseguiu.se.matricular.em.","No.geral..você.acha.o.RAE.","Você.acredita.que.o.seu.desempenho.no.RAE..em.comparação.com.o.presencial.","Na.sua.opinião..a.qualidade.do.ensino.no.RAE..em.comparação.com.o.presencial..é.","Você.acredita.que.o.RAE.afetou.sua.saúde.mental.para.","No.que.diz.respeito.a.dificuldades.técnicas..queda.de.internet.ou.energia..indisponibilidade.de.equipamento.etc...você.passa.por.elas.","Na.sua.opinião..os.professores.são.tolerantes.com.imprevistos.que.impossibilitem.a.realização.de.atividades.","No.geral..você.acha.que.essas.dificuldades.prejudicam.o.seu.desempenho.","Em.geral..você.acha.que.a.atuação.dos.professores.no.RAE.é.está.sendo.","Na.sua.experiência..o.atendimento.individual.dos.professores.aos.alunos.está.sendo.","Na.sua.opinião..em.comparação.com.o.regime.presencial..no.RAE.os.professores.estão.","No.geral..em.comparação.com.o.regime.presencial..você.acha.que.o.volume.de.atividades.exigidas.no.RAE.é.","Você.julga.esse.volume.de.atividades.abusivo.","Como.você.avalia.a.atuação.da.UFCG.diante.da.pandemia.","Como.você.avalia.o.desempenho.da.coordenação.do.seu.curso.no.atendimento.e.suporte.aos.estudantes.no.RAE."
"906","2020/11/05 2:59:46 PM GMT-3","6","Nutrição","Cuité","Não","Algumas","Bom","Não mudou","Igual","Não afetou","Raramente","Sim","Nao","Boa","Bom","Tão exigentes quanto","Igual","Não","Regular","Regular"
"907","2020/11/05 2:59:49 PM GMT-3","5","Farmácia","Cuité","Não sei/Não quero responder","Algumas","Bom","Não sei/Não quero responder","Igual","Não sei/Não quero responder","Nunca","Não","Não passo por essas dificuldades","Razoável","Insuficiente","Tão exigentes quanto","Maior","Não","Ruim","Regular"
"908","2020/11/05 2:59:55 PM GMT-3","8","Nutrição","Cuité","Sim","Todas","Excelente","Não sei/Não quero responder","Pior","Não afetou","Nunca","Sim","Não passo por essas dificuldades","Péssima","Excelente","Não sei/Não quero responder","Igual","Não","Péssima","Péssimo"
"909","2020/11/05 2:59:55 PM GMT-3","7","Nutrição","Cuité","Não","Nenhuma","Péssimo","Piorou","Pior","Pior","Frequentemente","Não","Sim","Ruim","Insuficiente","Mais exigentes","Muito maior","Sim","Péssima","Péssimo"
"912","2020/11/05 3:00:23 PM GMT-3","6","Nutrição","Cuité","Sim","Algumas","Péssimo","Piorou","Pior","Pior","Frequentemente","Sim","Sim","Boa","Bom","Mais exigentes","Maior","Sim","Péssima","Ruim"
"918","2020/11/05 3:01:31 PM GMT-3","6","Nutrição","Cuité","Não","Algumas","Péssimo","Piorou","Pior","Pior","Frequentemente","Sim","Sim","Ruim","Insuficiente","Mais exigentes","Muito maior","Sim","Péssima","Regular"
"920","2020/11/05 3:01:51 PM GMT-3","7","Nutrição","Cuité","Não","Algumas","Ruim","Piorou","Pior","Pior","Frequentemente","Não sei/Não quero responder","Sim","Boa","Bom","Mais exigentes","Maior","Não sei/Não quero responder","Ruim","Ruim"
"922","2020/11/05 3:02:10 PM GMT-3","2","Nutrição","Cuité","Não sei/Não quero responder","Algumas","Péssimo","Piorou","Pior","Pior","Frequentemente","Sim","Sim","Ruim","Razoável","Mais exigentes","Muito maior","Sim","Ruim","Não sei/Não quero responder"
"923","2020/11/05 3:02:17 PM GMT-3","1","Enfermagem","Cuité","Não","Todas","Ruim","Piorou","Pior","Pior","Raramente","Sim","Sim","Boa","Bom","Mais exigentes","Muito maior","Sim","Ruim","Bom"
"931","2020/11/05 3:04:39 PM GMT-3","3","Nutrição","Cuité","Não","Nenhuma","Péssimo","Piorou","Pior","Pior","Frequentemente","Sim","Sim","Razoável","Inexistente","Menos exigentes","Muito maior","Sim","Péssima","Regular"
"940","2020/11/05 3:06:29 PM GMT-3","7","Nutrição","Cuité","Não sei/Não quero responder","Algumas","Razoável","Piorou","Pior","Não sei/Não quero responder","Frequentemente","Sim","Sim","Razoável","Não sei/Não quero responder","Não sei/Não quero responder","Maior","Não sei/Não quero responder","Péssima","Regular"
"943","2020/11/05 3:06:38 PM GMT-3","1","Enfermagem","Cuité","Sim","Todas","Bom","Piorou","Pior","Não afetou","Raramente","Não","Nao","Excelente","Bom","Mais exigentes","Igual","Não sei/Não quero responder","Boa","Excelente"
"945","2020/11/05 3:06:47 PM GMT-3","1","Enfermagem","Cuité","Não","Todas","Razoável","Não mudou","Pior","Não afetou","Raramente","Sim","Sim","Boa","Bom","Menos exigentes","Igual","Não","Péssima","Excelente"
"946","2020/11/05 3:07:16 PM GMT-3","6","Farmácia","Cuité","Não","Algumas","Ruim","Piorou","Pior","Pior","Frequentemente","Não","Sim","Ruim","Razoável","Mais exigentes","Muito maior","Sim","Ruim","Regular"
"950","2020/11/05 3:07:28 PM GMT-3","4","Farmácia","Cuité","Sim","Todas","Razoável","Não mudou","Não sei/Não quero responder","Não afetou","Raramente","Sim","Sim","Excelente","Bom","Mais exigentes","Muito maior","Não sei/Não quero responder","Regular","Bom"
"958","2020/11/05 3:08:37 PM GMT-3","2","Nutrição","Cuité","Não","Algumas","Bom","Melhorou","Igual","Não afetou","Nunca","Sim","Não sei/Não quero responder","Razoável","Insuficiente","Mais exigentes","Muito maior","Sim","Péssima","Regular"
"962","2020/11/05 3:08:52 PM GMT-3","2","Nutrição","Cuité","Não","Todas","Razoável","Não sei/Não quero responder","Igual","Pior","Frequentemente","Não","Sim","Boa","Razoável","Mais exigentes","Muito maior","Sim","Regular","Regular"
"963","2020/11/05 3:09:18 PM GMT-3","5","Nutrição","Cuité","Não","Algumas","Ruim","Não sei/Não quero responder","Pior","Pior","Frequentemente","Não sei/Não quero responder","Sim","Razoável","Razoável","Mais exigentes","Maior","Sim","Regular","Bom"
"965","2020/11/05 3:09:19 PM GMT-3","2","Nutrição","Cuité","Não","Todas","Péssimo","Piorou","Pior","Não afetou","Raramente","Não","Sim","Razoável","Razoável","Mais exigentes","Muito maior","Sim","Regular","Ruim"
"968","2020/11/05 3:10:13 PM GMT-3","5","Nutrição","Cuité","Não","Algumas","Razoável","Melhorou","Não sei/Não quero responder","Pior","Nunca","Não","Sim","Razoável","Insuficiente","Mais exigentes","Muito maior","Sim","Péssima","Péssimo"
"972","2020/11/05 3:11:04 PM GMT-3","1","Enfermagem","Cuité","Não","Algumas","Bom","Não mudou","Pior","Não afetou","Frequentemente","Sim","Sim","Boa","Razoável","Menos exigentes","Menor","Não","Boa","Bom"
"974","2020/11/05 3:11:13 PM GMT-3","1","Enfermagem","Cuité","Não","Algumas","Razoável","Piorou","Pior","Pior","Frequentemente","Não sei/Não quero responder","Sim","Boa","Razoável","Tão exigentes quanto","Muito maior","Sim","Péssima","Bom"
"977","2020/11/05 3:12:01 PM GMT-3","2","Nutrição","Cuité","Não","Todas","Bom","Não mudou","Pior","Não afetou","Frequentemente","Não sei/Não quero responder","Não sei/Não quero responder","Boa","Razoável","Menos exigentes","Maior","Não","Regular","Regular"
"979","2020/11/05 3:12:47 PM GMT-3","5","Farmácia","Cuité","Não sei/Não quero responder","Algumas","Razoável","Piorou","Não sei/Não quero responder","Não afetou","Nunca","Não","Não passo por essas dificuldades","Ruim","Razoável","Mais exigentes","Muito maior","Sim","Péssima","Bom"
"980","2020/11/05 3:13:05 PM GMT-3","1","Enfermagem","Cuité","Não","Todas","Ruim","Piorou","Não sei/Não quero responder","Pior","Frequentemente","Sim","Sim","Excelente","Insuficiente","Mais exigentes","Muito maior","Não","Péssima","Excelente"
"983","2020/11/05 3:13:44 PM GMT-3","7","Nutrição","Cuité","Não","Nenhuma","Péssimo","Piorou","Pior","Pior","Frequentemente","Não","Sim","Ruim","Insuficiente","Tão exigentes quanto","Muito maior","Sim","Péssima","Péssimo"
"990","2020/11/05 3:16:31 PM GMT-3","7","Farmácia","Cuité","Sim","Todas","Péssimo","Piorou","Pior","Pior","Frequentemente","Sim","Sim","Boa","Excelente","Mais exigentes","Muito maior","Não","Péssima","Péssimo"
"991","2020/11/05 3:16:47 PM GMT-3","5","Química","Cuité","Sim","Todas","Péssimo","Piorou","Igual","Pior","Frequentemente","Sim","Sim","Boa","Razoável","Tão exigentes quanto","Muito maior","Não sei/Não quero responder","Regular","Bom"
"998","2020/11/05 3:19:18 PM GMT-3","5","Nutrição","Cuité","Não","Todas","Péssimo","Piorou","Pior","Não afetou","Frequentemente","Sim","Sim","Boa","Bom","Tão exigentes quanto","Muito maior","Sim","Regular","Bom"
"1001","2020/11/05 3:20:41 PM GMT-3","6","Farmácia","Cuité","Sim","Algumas","Bom","Não mudou","Pior","Melhor","Raramente","Não","Não sei/Não quero responder","Boa","Bom","Tão exigentes quanto","Maior","Não","Regular","Regular"
"1002","2020/11/05 3:21:20 PM GMT-3","5","Química","Cuité","Não","Algumas","Razoável","Piorou","Pior","Pior","Frequentemente","Não","Sim","Razoável","Insuficiente","Mais exigentes","Muito maior","Sim","Péssima","Excelente"
"1006","2020/11/05 3:22:23 PM GMT-3","5","Farmácia","Cuité","Não","Algumas","Excelente","Melhorou","Igual","Não sei/Não quero responder","Raramente","Não","Sim","Boa","Bom","Mais exigentes","Maior","Não","Péssima","Ruim"
"1007","2020/11/05 3:23:35 PM GMT-3","1","Ciências Biológicas","Cuité","Não sei/Não quero responder","Algumas","Bom","Piorou","Pior","Pior","Frequentemente","Sim","Sim","Boa","Razoável","Menos exigentes","Maior","Não","Ruim","Regular"
"1008","2020/11/05 3:23:59 PM GMT-3","5","Farmácia","Cuité","Não","Algumas","Ruim","Melhorou","Pior","Pior","Raramente","Não","Sim","Razoável","Razoável","Mais exigentes","Muito maior","Sim","Péssima","Regular"
"1014","2020/11/05 3:27:25 PM GMT-3","1","Enfermagem","Cuité","Sim","Algumas","Bom","Não sei/Não quero responder","Pior","Pior","Raramente","Sim","Nao","Excelente","Excelente","Tão exigentes quanto","Igual","Não","Excelente","Bom"
"1024","2020/11/05 3:32:41 PM GMT-3","10","Matemática","Cuité","Sim","Algumas","Razoável","Piorou","Pior","Pior","Raramente","Não","Sim","Razoável","Razoável","Mais exigentes","Muito maior","Sim","Regular","Excelente"
"1028","2020/11/05 3:33:52 PM GMT-3","6","Nutrição","Cuité","Não","Todas","Péssimo","Piorou","Pior","Pior","Frequentemente","Não","Sim","Razoável","Inexistente","Tão exigentes quanto","Maior","Sim","Ruim","Regular"
"1031","2020/11/05 3:35:02 PM GMT-3","5","Química","Cuité","Sim","Todas","Ruim","Não mudou","Pior","Pior","Frequentemente","Não","Sim","Razoável","Razoável","Mais exigentes","Muito maior","Sim","Excelente","Excelente"
"1038","2020/11/05 3:36:25 PM GMT-3","3","Ciências Biológicas","Cuité","Não","Nenhuma","Péssimo","Piorou","Pior","Pior","Frequentemente","Não","Sim","Péssima","Inexistente","Mais exigentes","Muito maior","Sim","Péssima","Bom"
"1041","2020/11/05 3:38:10 PM GMT-3","2","Enfermagem","Cuité","Não","Algumas","Razoável","Piorou","Pior","Pior","Raramente","Sim","Sim","Ruim","Razoável","Mais exigentes","Muito maior","Sim","Péssima","Péssimo"
"1042","2020/11/05 3:38:49 PM GMT-3","5","Farmácia","Cuité","Sim","Todas","Péssimo","Piorou","Pior","Pior","Raramente","Não","Não passo por essas dificuldades","Razoável","Bom","Menos exigentes","Muito maior","Não","Boa","Bom"
"1045","2020/11/05 3:39:45 PM GMT-3","4","Nutrição","Cuité","Não","Todas","Razoável","Piorou","Pior","Não afetou","Frequentemente","Sim","Sim","Razoável","Bom","Menos exigentes","Maior","Não sei/Não quero responder","Regular","Regular"
"1046","2020/11/05 3:40:08 PM GMT-3","2","Enfermagem","Cuité","Não","Algumas","Razoável","Não sei/Não quero responder","Não sei/Não quero responder","Pior","Frequentemente","Sim","Sim","Boa","Bom","Tão exigentes quanto","Maior","Não sei/Não quero responder","Boa","Excelente"
"1047","2020/11/05 3:40:25 PM GMT-3","5","Farmácia","Cuité","Sim","Todas","Bom","Não mudou","Igual","Não afetou","Raramente","Não","Sim","Razoável","Bom","Tão exigentes quanto","Muito maior","Sim","Ruim","Péssimo"
"1049","2020/11/05 3:40:52 PM GMT-3","7","Nutrição","Cuité","Não","Todas","Razoável","Piorou","Pior","Pior","Frequentemente","Sim","Sim","Razoável","Bom","Menos exigentes","Maior","Sim","Ruim","Regular"
"1051","2020/11/05 3:42:52 PM GMT-3","1","Nutrição","Cuité","Não","Algumas","Razoável","Piorou","Pior","Pior","Frequentemente","Não","Sim","Boa","Inexistente","Mais exigentes","Muito maior","Não sei/Não quero responder","Excelente","Excelente"
"1053","2020/11/05 3:47:29 PM GMT-3","1","Nutrição","Cuité","Sim","Todas","Razoável","Não mudou","Não sei/Não quero responder","Pior","Frequentemente","Não","Sim","Boa","Razoável","Mais exigentes","Muito maior","Sim","Ruim","Regular"
"1055","2020/11/05 3:47:51 PM GMT-3","4","Enfermagem","Cuité","Não","Todas","Ruim","Não mudou","Pior","Pior","Frequentemente","Sim","Sim","Boa","Bom","Mais exigentes","Maior","Sim","Péssima","Regular"
"1058","2020/11/05 3:48:55 PM GMT-3","5","Química","Cuité","Não sei/Não quero responder","Todas","Bom","Melhorou","Pior","Pior","Frequentemente","Sim","Sim","Boa","Razoável","Mais exigentes","Maior","Não sei/Não quero responder","Ruim","Excelente"
"1060","2020/11/05 3:49:24 PM GMT-3","2","Enfermagem","Cuité","Não","Algumas","Péssimo","Piorou","Pior","Pior","Frequentemente","Não","Sim","Razoável","Bom","Tão exigentes quanto","Muito maior","Sim","Ruim","Excelente"
"1061","2020/11/05 3:49:29 PM GMT-3","1","Nutrição","Cuité","Sim","Todas","Excelente","Melhorou","Igual","Não afetou","Raramente","Não","Sim","Boa","Bom","Mais exigentes","Muito maior","Sim","Boa","Excelente"
"1066","2020/11/05 3:50:59 PM GMT-3","6","Nutrição","Cuité","Não","Algumas","Razoável","Não mudou","Não sei/Não quero responder","Pior","Raramente","Sim","Sim","Boa","Razoável","Tão exigentes quanto","Igual","Não","Ruim","Bom"
"1067","2020/11/05 3:51:35 PM GMT-3","1","Nutrição","Cuité","Sim","Todas","Excelente","Melhorou","Melhor","Não afetou","Raramente","Sim","Não passo por essas dificuldades","Boa","Bom","Tão exigentes quanto","Muito maior","Não","Boa","Excelente"
"1072","2020/11/05 3:54:11 PM GMT-3","3","Ciências Biológicas","Cuité","Não","Nenhuma","Péssimo","Piorou","Pior","Pior","Raramente","Sim","Nao","Boa","Bom","Não sei/Não quero responder","Maior","Sim","Regular","Excelente"
"1073","2020/11/05 3:54:12 PM GMT-3","1","Nutrição","Cuité","Não sei/Não quero responder","Todas","Ruim","Piorou","Igual","Pior","Frequentemente","Não sei/Não quero responder","Sim","Boa","Insuficiente","Mais exigentes","Muito maior","Sim","Boa","Bom"
"1075","2020/11/05 3:54:50 PM GMT-3","1","Nutrição","Cuité","Sim","Todas","Razoável","Piorou","Pior","Pior","Raramente","Sim","Sim","Boa","Bom","Menos exigentes","Igual","Não","Boa","Bom"
"1077","2020/11/05 3:55:53 PM GMT-3","5","Farmácia","Cuité","Não","Algumas","Péssimo","Piorou","Pior","Pior","Frequentemente","Não","Sim","Razoável","Inexistente","Mais exigentes","Muito maior","Sim","Boa","Regular"
"1079","2020/11/05 3:56:16 PM GMT-3","3","Farmácia","Cuité","Não sei/Não quero responder","Algumas","Ruim","Piorou","Pior","Pior","Frequentemente","Não","Sim","Razoável","Insuficiente","Mais exigentes","Muito maior","Sim","Ruim","Não sei/Não quero responder"
"1083","2020/11/05 3:58:59 PM GMT-3","7","Farmácia","Cuité","Não","Algumas","Ruim","Piorou","Pior","Não afetou","Frequentemente","Sim","Sim","Boa","Insuficiente","Menos exigentes","Muito maior","Sim","Péssima","Regular"
"1084","2020/11/05 4:00:40 PM GMT-3","1","Nutrição","Cuité","Sim","Todas","Razoável","Piorou","Pior","Pior","Frequentemente","Sim","Sim","Boa","Excelente","Não sei/Não quero responder","Não sei/Não quero responder","Não sei/Não quero responder","Regular","Bom"
"1086","2020/11/05 4:01:37 PM GMT-3","9","Ciências Biológicas","Cuité","Não","Algumas","Bom","Não mudou","Pior","Não afetou","Nunca","Sim","Nao","Excelente","Bom","Tão exigentes quanto","Muito maior","Sim","Regular","Excelente"
"1089","2020/11/05 4:03:41 PM GMT-3","5","Enfermagem","Cuité","Não","Nenhuma","Ruim","Piorou","Pior","Pior","Frequentemente","Sim","Sim","Boa","Bom","Tão exigentes quanto","Muito maior","Sim","Ruim","Não sei/Não quero responder"
"1093","2020/11/05 4:05:27 PM GMT-3","1","Nutrição","Cuité","Não","Todas","Péssimo","Piorou","Pior","Pior","Frequentemente","Não","Sim","Razoável","Razoável","Mais exigentes","Muito maior","Sim","Péssima","Bom"
"1094","2020/11/05 4:05:30 PM GMT-3","1","Nutrição","Cuité","Não sei/Não quero responder","Algumas","Ruim","Piorou","Pior","Pior","Frequentemente","Não sei/Não quero responder","Sim","Razoável","Insuficiente","Não sei/Não quero responder","Não sei/Não quero responder","Sim","Ruim","Regular"
"1095","2020/11/05 4:05:41 PM GMT-3","5","Enfermagem","Cuité","Não","Todas","Razoável","Não mudou","Pior","Não afetou","Frequentemente","Sim","Sim","Boa","Bom","Tão exigentes quanto","Maior","Sim","Boa","Bom"
"1099","2020/11/05 4:09:56 PM GMT-3","1","Nutrição","Cuité","Sim","Todas","Razoável","Não sei/Não quero responder","Pior","Não sei/Não quero responder","Raramente","Sim","Sim","Excelente","Bom","Mais exigentes","Não sei/Não quero responder","Não sei/Não quero responder","Regular","Excelente"
"1100","2020/11/05 4:10:02 PM GMT-3","4","Farmácia","Cuité","Sim","Todas","Bom","Não mudou","Igual","Não afetou","Raramente","Sim","Não passo por essas dificuldades","Boa","Bom","Menos exigentes","Maior","Não","Boa","Bom"
"1101","2020/11/05 4:10:09 PM GMT-3","5","Farmácia","Cuité","Não","Algumas","Péssimo","Piorou","Pior","Pior","Frequentemente","Sim","Sim","Excelente","Bom","Mais exigentes","Muito maior","Sim","Boa","Bom"
"1103","2020/11/05 4:11:08 PM GMT-3","6","Nutrição","Cuité","Não","Algumas","Razoável","Piorou","Pior","Pior","Raramente","Sim","Sim","Boa","Bom","Tão exigentes quanto","Maior","Não sei/Não quero responder","Regular","Regular"
"1104","2020/11/05 4:11:13 PM GMT-3","1","Nutrição","Cuité","Sim","Algumas","Ruim","Piorou","Pior","Não sei/Não quero responder","Raramente","Sim","Nao","Excelente","Insuficiente","Não sei/Não quero responder","Não sei/Não quero responder","Não","Boa","Bom"
"1106","2020/11/05 4:12:19 PM GMT-3","1","Nutrição","Cuité","Sim","Todas","Razoável","Piorou","Igual","Pior","Frequentemente","Sim","Sim","Boa","Razoável","Mais exigentes","Muito maior","Não","Regular","Bom"
"1107","2020/11/05 4:12:21 PM GMT-3","1","Nutrição","Cuité","Sim","Todas","Razoável","Não sei/Não quero responder","Pior","Pior","Raramente","Sim","Sim","Boa","Bom","Não sei/Não quero responder","Igual","Sim","Boa","Regular"
"1109","2020/11/05 4:12:45 PM GMT-3","1","Nutrição","Cuité","Não","Algumas","Bom","Não mudou","Igual","Não afetou","Raramente","Sim","Nao","Boa","Bom","Tão exigentes quanto","Igual","Não","Boa","Bom"
"1110","2020/11/05 4:14:22 PM GMT-3","1","Nutrição","Cuité","Não","Todas","Ruim","Piorou","Pior","Não sei/Não quero responder","Raramente","Sim","Sim","Boa","Bom","Não sei/Não quero responder","Maior","Não","Regular","Bom"
"1114","2020/11/05 4:17:47 PM GMT-3","1","Química","Cuité","Não","Algumas","Razoável","Piorou","Pior","Não sei/Não quero responder","Raramente","Sim","Sim","Ruim","Inexistente","Tão exigentes quanto","Muito maior","Sim","Regular","Bom"
"1115","2020/11/05 4:19:56 PM GMT-3","2","Nutrição","Cuité","Não","Algumas","Razoável","Piorou","Pior","Pior","Frequentemente","Sim","Sim","Razoável","Insuficiente","Mais exigentes","Muito maior","Sim","Ruim","Ruim"
"1118","2020/11/05 4:22:56 PM GMT-3","2","Nutrição","Cuité","Não","Algumas","Bom","Não mudou","Pior","Pior","Frequentemente","Sim","Nao","Razoável","Bom","Tão exigentes quanto","Muito maior","Não","Boa","Bom"
"1119","2020/11/05 4:23:13 PM GMT-3","10","Ciências Biológicas","Cuité","Não","Algumas","Péssimo","Piorou","Pior","Pior","Frequentemente","Sim","Sim","Razoável","Razoável","Menos exigentes","Muito maior","Sim","Péssima","Regular"
"1122","2020/11/05 4:26:45 PM GMT-3","5","Farmácia","Cuité","Não","Todas","Ruim","Piorou","Pior","Pior","Frequentemente","Não","Sim","Razoável","Inexistente","Mais exigentes","Muito maior","Sim","Péssima","Péssimo"
"1124","2020/11/05 4:29:18 PM GMT-3","5","Farmácia","Cuité","Sim","Algumas","Ruim","Piorou","Pior","Pior","Raramente","Sim","Nao","Boa","Bom","Mais exigentes","Maior","Sim","Boa","Bom"
"1126","2020/11/05 4:30:32 PM GMT-3","1","Nutrição","Cuité","Não","Todas","Bom","Melhorou","Igual","Não sei/Não quero responder","Não sei/Não quero responder","Não sei/Não quero responder","Não sei/Não quero responder","Boa","Bom","Mais exigentes","Muito maior","Sim","Boa","Bom"
"1130","2020/11/05 4:37:10 PM GMT-3","4","Enfermagem","Cuité","Não","Algumas","Ruim","Piorou","Pior","Pior","Frequentemente","Sim","Sim","Razoável","Bom","Tão exigentes quanto","Muito maior","Sim","Ruim","Bom"
"1133","2020/11/05 4:45:22 PM GMT-3","1","Nutrição","Cuité","Não sei/Não quero responder","Algumas","Razoável","Não mudou","Pior","Pior","Raramente","Sim","Sim","Boa","Bom","Tão exigentes quanto","Não sei/Não quero responder","Não","Boa","Regular"
"1134","2020/11/05 4:47:10 PM GMT-3","3","Ciências Biológicas","Cuité","Sim","Algumas","Razoável","Não mudou","Igual","Pior","Frequentemente","Sim","Sim","Excelente","Bom","Menos exigentes","Igual","Não","Boa","Excelente"
"1135","2020/11/05 4:48:46 PM GMT-3","5","Nutrição","Cuité","Não sei/Não quero responder","Algumas","Não sei/Não quero responder","Piorou","Pior","Pior","Raramente","Sim","Sim","Excelente","Razoável","Menos exigentes","Muito menor","Não","Regular","Regular"
"1139","2020/11/05 4:50:32 PM GMT-3","2","Farmácia","Cuité","Não","Todas","Bom","Não mudou","Igual","Não afetou","Raramente","Não","Não passo por essas dificuldades","Razoável","Excelente","Mais exigentes","Maior","Não","Regular","Regular"
"1140","2020/11/05 4:52:32 PM GMT-3","2","Nutrição","Cuité","Não","Algumas","Péssimo","Piorou","Pior","Pior","Frequentemente","Não","Sim","Razoável","Insuficiente","Mais exigentes","Muito maior","Sim","Regular","Regular"
"1145","2020/11/05 4:59:40 PM GMT-3","7","Ciências Biológicas","Cuité","Não","Todas","Razoável","Piorou","Pior","Pior","Raramente","Não","Sim","Razoável","Razoável","Mais exigentes","Muito maior","Sim","Regular","Excelente"
"1146","2020/11/05 5:00:09 PM GMT-3","2","Nutrição","Cuité","Não","Todas","Razoável","Não mudou","Pior","Pior","Raramente","Sim","Sim","Razoável","Razoável","Mais exigentes","Maior","Sim","Regular","Regular"
"1147","2020/11/05 5:00:18 PM GMT-3","8","Nutrição","Cuité","Não","Nenhuma","Péssimo","Não sei/Não quero responder","Pior","Pior","Frequentemente","Não","Sim","Péssima","Inexistente","Mais exigentes","Muito maior","Sim","Péssima","Péssimo"
"1148","2020/11/05 5:02:11 PM GMT-3","1","Nutrição","Cuité","Sim","Todas","Razoável","Piorou","Pior","Não afetou","Raramente","Sim","Sim","Boa","Bom","Tão exigentes quanto","Muito maior","Não","Boa","Bom"
"1149","2020/11/05 5:02:12 PM GMT-3","3","Ciências Biológicas","Cuité","Sim","Todas","Razoável","Não mudou","Pior","Pior","Frequentemente","Sim","Sim","Excelente","Excelente","Mais exigentes","Muito maior","Não","Regular","Excelente"
"1150","2020/11/05 5:03:23 PM GMT-3","1","Nutrição","Cuité","Sim","Todas","Bom","Não mudou","Igual","Não afetou","Raramente","Sim","Não passo por essas dificuldades","Boa","Bom","Tão exigentes quanto","Igual","Não","Boa","Bom"
"1151","2020/11/05 5:05:40 PM GMT-3","1","Nutrição","Cuité","Não sei/Não quero responder","Todas","Razoável","Piorou","Igual","Pior","Frequentemente","Sim","Sim","Boa","Bom","Não sei/Não quero responder","Maior","Sim","Boa","Bom"
"1153","2020/11/05 5:07:49 PM GMT-3","7","Ciências Biológicas","Cuité","Não","Nenhuma","Bom","Não mudou","Pior","Não afetou","Raramente","Sim","Nao","Boa","Bom","Mais exigentes","Maior","Não","Péssima","Ruim"
"1154","2020/11/05 5:08:27 PM GMT-3","10","Farmácia","Cuité","Não","Todas","Razoável","Não mudou","Pior","Não sei/Não quero responder","Frequentemente","Não","Sim","Ruim","Insuficiente","Tão exigentes quanto","Muito maior","Não sei/Não quero responder","Regular","Regular"
"1155","2020/11/05 5:08:49 PM GMT-3","2","Enfermagem","Cuité","Não","Todas","Péssimo","Piorou","Pior","Pior","Raramente","Sim","Sim","Ruim","Bom","Tão exigentes quanto","Muito maior","Sim","Péssima","Excelente"
"1162","2020/11/05 5:21:29 PM GMT-3","8","Nutrição","Cuité","Sim","Todas","Bom","Não mudou","Melhor","Não afetou","Raramente","Sim","Não passo por essas dificuldades","Boa","Insuficiente","Tão exigentes quanto","Maior","Não","Ruim","Regular"
"1164","2020/11/05 5:22:05 PM GMT-3","1","Ciências Biológicas","Cuité","Não sei/Não quero responder","Algumas","Ruim","Piorou","Pior","Não sei/Não quero responder","Raramente","Sim","Sim","Razoável","Razoável","Menos exigentes","Não sei/Não quero responder","Não sei/Não quero responder","Regular","Regular"
"1165","2020/11/05 5:22:50 PM GMT-3","5","Farmácia","Cuité","Não","Algumas","Razoável","Piorou","Igual","Não sei/Não quero responder","Raramente","Não","Sim","Boa","Bom","Mais exigentes","Muito maior","Sim","Regular","Bom"
"1177","2020/11/05 5:41:16 PM GMT-3","4","Farmácia","Cuité","Não","Algumas","Excelente","Melhorou","Igual","Não afetou","Raramente","Não","Nao","Excelente","Inexistente","Tão exigentes quanto","Muito maior","Sim","Boa","Bom"
"1178","2020/11/05 5:42:27 PM GMT-3","7","Nutrição","Cuité","Não","Nenhuma","Péssimo","Piorou","Pior","Pior","Frequentemente","Não","Sim","Péssima","Insuficiente","Mais exigentes","Muito maior","Sim","Péssima","Ruim"
"1180","2020/11/05 5:43:41 PM GMT-3","7","Ciências Biológicas","Cuité","Não","Todas","Razoável","Melhorou","Não sei/Não quero responder","Não afetou","Frequentemente","Sim","Sim","Boa","Bom","Menos exigentes","Igual","Não","Regular","Bom"
"1182","2020/11/05 5:44:19 PM GMT-3","1","Nutrição","Cuité","Não sei/Não quero responder","Todas","Razoável","Não mudou","Pior","Não sei/Não quero responder","Raramente","Sim","Sim","Razoável","Bom","Mais exigentes","Muito maior","Sim","Regular","Excelente"
"1183","2020/11/05 5:47:32 PM GMT-3","1","Nutrição","Cuité","Não","Todas","Razoável","Não sei/Não quero responder","Não sei/Não quero responder","Pior","Frequentemente","Sim","Sim","Boa","Bom","Mais exigentes","Muito maior","Não sei/Não quero responder","Regular","Bom"
"1189","2020/11/05 6:13:36 PM GMT-3","6","Nutrição","Cuité","Não","Algumas","Razoável","Piorou","Pior","Não afetou","Raramente","Sim","Sim","Razoável","Insuficiente","Tão exigentes quanto","Muito maior","Sim","Regular","Bom"
"1190","2020/11/05 6:15:56 PM GMT-3","1","Farmácia","Cuité","Sim","Todas","Bom","Não sei/Não quero responder","Pior","Não afetou","Nunca","Não","Nao","Boa","Insuficiente","Mais exigentes","Igual","Não","Ruim","Excelente"
"1194","2020/11/05 6:24:17 PM GMT-3","7","Matemática","Cuité","Sim","Algumas","Razoável","Piorou","Igual","Pior","Frequentemente","Sim","Sim","Excelente","Bom","Tão exigentes quanto","Muito maior","Sim","Regular","Bom"
