"","data","Período","Curso","Campus","Você.acredita.que.as.vagas.ofertadas.no.RAE.foram.suficientes.","Com.relação.às.disciplinas.que.queria.cursar..você.conseguiu.se.matricular.em.","No.geral..você.acha.o.RAE.","Você.acredita.que.o.seu.desempenho.no.RAE..em.comparação.com.o.presencial.","Na.sua.opinião..a.qualidade.do.ensino.no.RAE..em.comparação.com.o.presencial..é.","Você.acredita.que.o.RAE.afetou.sua.saúde.mental.para.","No.que.diz.respeito.a.dificuldades.técnicas..queda.de.internet.ou.energia..indisponibilidade.de.equipamento.etc...você.passa.por.elas.","Na.sua.opinião..os.professores.são.tolerantes.com.imprevistos.que.impossibilitem.a.realização.de.atividades.","No.geral..você.acha.que.essas.dificuldades.prejudicam.o.seu.desempenho.","Em.geral..você.acha.que.a.atuação.dos.professores.no.RAE.é.está.sendo.","Na.sua.experiência..o.atendimento.individual.dos.professores.aos.alunos.está.sendo.","Na.sua.opinião..em.comparação.com.o.regime.presencial..no.RAE.os.professores.estão.","No.geral..em.comparação.com.o.regime.presencial..você.acha.que.o.volume.de.atividades.exigidas.no.RAE.é.","Você.julga.esse.volume.de.atividades.abusivo.","Como.você.avalia.a.atuação.da.UFCG.diante.da.pandemia.","Como.você.avalia.o.desempenho.da.coordenação.do.seu.curso.no.atendimento.e.suporte.aos.estudantes.no.RAE."
"131","2020/10/27 11:12:44 AM GMT-3","4","Estatística","Campina Grande","Não","Algumas","Não sei/Não quero responder","Piorou","Pior","Pior","Não sei/Não quero responder","Não","Sim","Ruim","Inexistente","Mais exigentes","Muito maior","Sim","Regular","Excelente"
"132","2020/10/27 11:14:04 AM GMT-3","4","Design","Campina Grande","Não","Algumas","Razoável","Piorou","Pior","Pior","Raramente","Sim","Sim","Excelente","Bom","Tão exigentes quanto","Igual","Não","Regular","Bom"
"133","2020/10/27 11:15:17 AM GMT-3","7","Estatística","Campina Grande","Não","Algumas","Não sei/Não quero responder","Não sei/Não quero responder","Não sei/Não quero responder","Não afetou","Raramente","Sim","Não sei/Não quero responder","Razoável","Razoável","Menos exigentes","Não sei/Não quero responder","Não sei/Não quero responder","Boa","Bom"
"134","2020/10/27 11:15:57 AM GMT-3","6","Design","Campina Grande","Sim","Todas","Bom","Não mudou","Igual","Não afetou","Raramente","Sim","Nao","Razoável","Insuficiente","Menos exigentes","Menor","Não","Ruim","Excelente"
"135","2020/10/27 11:16:31 AM GMT-3","6","Estatística","Campina Grande","Não","Todas","Razoável","Piorou","Pior","Pior","Frequentemente","Não","Sim","Razoável","Insuficiente","Mais exigentes","Muito maior","Sim","Regular","Excelente"
"136","2020/10/27 11:19:36 AM GMT-3","5","Estatística","Campina Grande","Sim","Todas","Bom","Não mudou","Igual","Não afetou","Raramente","Não","Não passo por essas dificuldades","Boa","Insuficiente","Mais exigentes","Muito maior","Sim","Péssima","Bom"
"137","2020/10/27 11:24:04 AM GMT-3","8","Estatística","Campina Grande","Sim","Algumas","Bom","Não mudou","Igual","Não afetou","Nunca","Sim","Nao","Excelente","Excelente","Tão exigentes quanto","Igual","Não","Boa","Bom"
"138","2020/10/27 11:24:48 AM GMT-3","1","Estatística","Campina Grande","Não","Algumas","Razoável","Piorou","Pior","Pior","Frequentemente","Não sei/Não quero responder","Sim","Razoável","Não sei/Não quero responder","Não sei/Não quero responder","Muito maior","Não","Regular","Excelente"
"139","2020/10/27 11:26:37 AM GMT-3","3","Engenharia Elétrica","Campina Grande","Não","Algumas","Bom","Melhorou","Igual","Pior","Raramente","Não","Sim","Razoável","Insuficiente","Tão exigentes quanto","Muito maior","Sim","Regular","Ruim"
"140","2020/10/27 11:26:52 AM GMT-3","4","Engenharia Elétrica","Campina Grande","Não","Algumas","Péssimo","Piorou","Pior","Pior","Raramente","Não","Sim","Péssima","Inexistente","Mais exigentes","Muito maior","Sim","Péssima","Bom"
"142","2020/10/27 11:27:08 AM GMT-3","10","Design","Campina Grande","Sim","Algumas","Razoável","Não mudou","Igual","Não afetou","Frequentemente","Sim","Sim","Boa","Bom","Tão exigentes quanto","Igual","Não","Regular","Bom"
"143","2020/10/27 11:28:28 AM GMT-3","9","Engenharia Elétrica","Campina Grande","Sim","Todas","Bom","Não mudou","Pior","Não afetou","Nunca","Sim","Não passo por essas dificuldades","Boa","Bom","Tão exigentes quanto","Maior","Não sei/Não quero responder","Regular","Excelente"
"144","2020/10/27 11:29:20 AM GMT-3","10","Engenharia Elétrica","Campina Grande","Sim","Todas","Bom","Não mudou","Igual","Não afetou","Raramente","Sim","Nao","Excelente","Bom","Tão exigentes quanto","Igual","Não","Ruim","Não sei/Não quero responder"
"146","2020/10/27 11:34:02 AM GMT-3","1","Estatística","Campina Grande","Não","Algumas","Péssimo","Piorou","Pior","Pior","Frequentemente","Não","Sim","Ruim","Insuficiente","Mais exigentes","Maior","Sim","Regular","Excelente"
"147","2020/10/27 11:34:06 AM GMT-3","7","Estatística","Campina Grande","Não","Todas","Razoável","Não mudou","Pior","Não afetou","Raramente","Não","Sim","Boa","Razoável","Tão exigentes quanto","Muito maior","Sim","Regular","Bom"
"148","2020/10/27 11:34:13 AM GMT-3","1","Engenharia Elétrica","Campina Grande","Não","Algumas","Razoável","Não sei/Não quero responder","Pior","Não afetou","Frequentemente","Sim","Sim","Boa","Razoável","Menos exigentes","Igual","Não","Regular","Bom"
"149","2020/10/27 11:35:11 AM GMT-3","3","Ciência da Computação","Campina Grande","Não","Algumas","Razoável","Não mudou","Não sei/Não quero responder","Pior","Raramente","Não","Sim","Boa","Insuficiente","Mais exigentes","Muito maior","Sim","Regular","Excelente"
"150","2020/10/27 11:38:40 AM GMT-3","8","Engenharia Elétrica","Campina Grande","Não","Algumas","Bom","Não mudou","Pior","Pior","Raramente","Sim","Sim","Boa","Bom","Tão exigentes quanto","Muito maior","Não sei/Não quero responder","Regular","Bom"
"151","2020/10/27 11:39:10 AM GMT-3","3","Estatística","Campina Grande","Sim","Todas","Bom","Não mudou","Pior","Não afetou","Raramente","Sim","Não passo por essas dificuldades","Razoável","Bom","Mais exigentes","Maior","Não","Boa","Excelente"
"153","2020/10/27 11:41:45 AM GMT-3","8","Design","Campina Grande","Sim","Todas","Razoável","Piorou","Não sei/Não quero responder","Pior","Nunca","Sim","Não passo por essas dificuldades","Boa","Bom","Tão exigentes quanto","Igual","Não sei/Não quero responder","Boa","Excelente"
"155","2020/10/27 11:50:26 AM GMT-3","3","Estatística","Campina Grande","Não sei/Não quero responder","Todas","Bom","Melhorou","Melhor","Pior","Raramente","Não","Sim","Boa","Excelente","Mais exigentes","Muito maior","Sim","Regular","Excelente"
"157","2020/10/27 11:54:30 AM GMT-3","3","Engenharia Elétrica","Campina Grande","Não","Algumas","Péssimo","Piorou","Pior","Pior","Raramente","Sim","Sim","Péssima","Insuficiente","Mais exigentes","Muito maior","Sim","Péssima","Bom"
"158","2020/10/27 11:54:35 AM GMT-3","1","Estatística","Campina Grande","Não","Algumas","Razoável","Piorou","Pior","Não afetou","Frequentemente","Sim","Sim","Razoável","Razoável","Menos exigentes","Maior","Sim","Regular","Bom"
"159","2020/10/27 11:57:15 AM GMT-3","1","Estatística","Campina Grande","Não sei/Não quero responder","Algumas","Ruim","Piorou","Pior","Não afetou","Raramente","Sim","Sim","Razoável","Razoável","Mais exigentes","Maior","Não sei/Não quero responder","Regular","Bom"
"160","2020/10/27 11:57:30 AM GMT-3","5","Design","Campina Grande","Sim","Todas","Excelente","Não mudou","Igual","Não afetou","Raramente","Sim","Não passo por essas dificuldades","Excelente","Bom","Tão exigentes quanto","Igual","Não","Boa","Excelente"
"161","2020/10/27 12:02:30 PM GMT-3","3","Design","Campina Grande","Não sei/Não quero responder","Algumas","Bom","Não mudou","Pior","Não afetou","Nunca","Sim","Sim","Boa","Razoável","Menos exigentes","Menor","Não","Boa","Regular"
"162","2020/10/27 12:04:44 PM GMT-3","3","Engenharia Elétrica","Campina Grande","Sim","Algumas","Péssimo","Piorou","Pior","Pior","Raramente","Não","Sim","Péssima","Inexistente","Mais exigentes","Muito maior","Sim","Péssima","Não sei/Não quero responder"
"163","2020/10/27 12:05:10 PM GMT-3","9","Engenharia Elétrica","Campina Grande","Não","Algumas","Razoável","Não mudou","Igual","Pior","Nunca","Sim","Não passo por essas dificuldades","Ruim","Razoável","Tão exigentes quanto","Muito maior","Não sei/Não quero responder","Péssima","Ruim"
"164","2020/10/27 12:26:29 PM GMT-3","3","Engenharia Elétrica","Campina Grande","Não","Algumas","Ruim","Piorou","Pior","Pior","Raramente","Não","Sim","Ruim","Inexistente","Tão exigentes quanto","Muito maior","Sim","Ruim","Bom"
"166","2020/10/27 12:29:07 PM GMT-3","1","Estatística","Campina Grande","Não","Algumas","Razoável","Melhorou","Igual","Melhor","Raramente","Sim","Nao","Razoável","Bom","Tão exigentes quanto","Igual","Não","Regular","Excelente"
"167","2020/10/27 12:33:00 PM GMT-3","1","Design","Campina Grande","Não","Algumas","Bom","Não mudou","Não sei/Não quero responder","Não afetou","Raramente","Sim","Sim","Excelente","Razoável","Não sei/Não quero responder","Não sei/Não quero responder","Não sei/Não quero responder","Boa","Excelente"
"168","2020/10/27 12:35:30 PM GMT-3","4","Design","Campina Grande","Não","Algumas","Não sei/Não quero responder","Melhorou","Não sei/Não quero responder","Não afetou","Raramente","Não sei/Não quero responder","Sim","Razoável","Excelente","Tão exigentes quanto","Maior","Não sei/Não quero responder","Regular","Bom"
"169","2020/10/27 12:35:33 PM GMT-3","5","Engenharia Elétrica","Campina Grande","Não","Algumas","Razoável","Não mudou","Pior","Pior","Raramente","Não","Sim","Razoável","Insuficiente","Mais exigentes","Muito maior","Sim","Ruim","Regular"
"170","2020/10/27 12:38:06 PM GMT-3","10","Engenharia Elétrica","Campina Grande","Sim","Todas","Bom","Melhorou","Igual","Melhor","Raramente","Sim","Nao","Boa","Razoável","Tão exigentes quanto","Maior","Não sei/Não quero responder","Boa","Excelente"
"172","2020/10/27 12:42:50 PM GMT-3","7","Design","Campina Grande","Não","Algumas","Bom","Não mudou","Igual","Não afetou","Nunca","Sim","Nao","Boa","Razoável","Tão exigentes quanto","Igual","Não","Ruim","Excelente"
"173","2020/10/27 12:42:52 PM GMT-3","5","Design","Campina Grande","Não","Todas","Bom","Não mudou","Não sei/Não quero responder","Não afetou","Frequentemente","Sim","Não sei/Não quero responder","Razoável","Razoável","Menos exigentes","Igual","Não","Regular","Bom"
"174","2020/10/27 12:43:14 PM GMT-3","4","Engenharia Elétrica","Campina Grande","Não","Algumas","Razoável","Não mudou","Pior","Pior","Raramente","Não","Sim","Razoável","Inexistente","Mais exigentes","Muito maior","Sim","Regular","Bom"
"175","2020/10/27 12:48:36 PM GMT-3","1","História","Campina Grande","Não sei/Não quero responder","Todas","Razoável","Piorou","Não sei/Não quero responder","Pior","Frequentemente","Sim","Sim","Excelente","Bom","Não sei/Não quero responder","Menor","Não","Regular","Bom"
"176","2020/10/27 1:12:20 PM GMT-3","7","Engenharia Elétrica","Campina Grande","Sim","Todas","Ruim","Piorou","Igual","Pior","Raramente","Não","Não passo por essas dificuldades","Excelente","Bom","Tão exigentes quanto","Maior","Sim","Ruim","Excelente"
"177","2020/10/27 1:12:38 PM GMT-3","1","Design","Campina Grande","Não sei/Não quero responder","Algumas","Bom","Melhorou","Melhor","Não afetou","Raramente","Sim","Não passo por essas dificuldades","Excelente","Inexistente","Tão exigentes quanto","Igual","Não","Regular","Excelente"
"178","2020/10/27 1:18:21 PM GMT-3","1","Engenharia Elétrica","Campina Grande","Não","Algumas","Razoável","Não mudou","Pior","Não afetou","Raramente","Sim","Sim","Razoável","Razoável","Tão exigentes quanto","Igual","Não","Regular","Bom"
"179","2020/10/27 1:24:40 PM GMT-3","4","Estatística","Campina Grande","Não sei/Não quero responder","Algumas","Excelente","Melhorou","Melhor","Não afetou","Raramente","Sim","Nao","Excelente","Excelente","Tão exigentes quanto","Igual","Não","Regular","Excelente"
"181","2020/10/27 1:32:59 PM GMT-3","6","Design","Campina Grande","Não","Todas","Ruim","Piorou","Pior","Pior","Raramente","Não sei/Não quero responder","Sim","Boa","Não sei/Não quero responder","Tão exigentes quanto","Maior","Não sei/Não quero responder","Ruim","Excelente"
"182","2020/10/27 1:35:27 PM GMT-3","7","Engenharia Elétrica","Campina Grande","Não","Algumas","Razoável","Não sei/Não quero responder","Pior","Não afetou","Frequentemente","Não sei/Não quero responder","Sim","Boa","Insuficiente","Menos exigentes","Muito maior","Sim","Boa","Excelente"
"183","2020/10/27 1:42:51 PM GMT-3","4","Arte e Mídia","Campina Grande","Não","Algumas","Péssimo","Piorou","Pior","Pior","Raramente","Não sei/Não quero responder","Sim","Não sei/Não quero responder","Não sei/Não quero responder","Não sei/Não quero responder","Não sei/Não quero responder","Não sei/Não quero responder","Péssima","Não sei/Não quero responder"
"184","2020/10/27 1:46:14 PM GMT-3","3","Arte e Mídia","Campina Grande","Sim","Algumas","Bom","Não mudou","Igual","Não afetou","Raramente","Não sei/Não quero responder","Nao","Excelente","Bom","Mais exigentes","Maior","Não","Regular","Bom"
"185","2020/10/27 1:47:29 PM GMT-3","1","Engenharia de Produção","Campina Grande","Não","Algumas","Razoável","Piorou","Pior","Pior","Raramente","Sim","Sim","Boa","Inexistente","Tão exigentes quanto","Maior","Não","Regular","Regular"
"186","2020/10/27 1:50:13 PM GMT-3","6","Arte e Mídia","Campina Grande","Não","Algumas","Razoável","Piorou","Pior","Pior","Raramente","Sim","Sim","Razoável","Razoável","Menos exigentes","Menor","Não","Ruim","Ruim"
"187","2020/10/27 1:51:11 PM GMT-3","3","Design","Campina Grande","Não","Algumas","Razoável","Não sei/Não quero responder","Pior","Não afetou","Raramente","Sim","Sim","Excelente","Bom","Tão exigentes quanto","Igual","Não sei/Não quero responder","Não sei/Não quero responder","Bom"
"188","2020/10/27 1:52:12 PM GMT-3","1","Arte e Mídia","Campina Grande","Não sei/Não quero responder","Nenhuma","Não sei/Não quero responder","Não sei/Não quero responder","Não sei/Não quero responder","Não sei/Não quero responder","Frequentemente","Não sei/Não quero responder","Não sei/Não quero responder","Não sei/Não quero responder","Não sei/Não quero responder","Não sei/Não quero responder","Não sei/Não quero responder","Não sei/Não quero responder","Regular","Não sei/Não quero responder"
"189","2020/10/27 1:54:45 PM GMT-3","4","Arte e Mídia","Campina Grande","Sim","Todas","Bom","Piorou","Pior","Melhor","Frequentemente","Sim","Nao","Excelente","Bom","Menos exigentes","Igual","Não","Boa","Bom"
"190","2020/10/27 1:55:24 PM GMT-3","7","Design","Campina Grande","Sim","Todas","Razoável","Piorou","Igual","Pior","Frequentemente","Não","Sim","Razoável","Insuficiente","Mais exigentes","Igual","Sim","Regular","Bom"
"191","2020/10/27 1:56:10 PM GMT-3","4","Arte e Mídia","Campina Grande","Não sei/Não quero responder","Não sei/Não quero responder","Péssimo","Piorou","Não sei/Não quero responder","Pior","Frequentemente","Sim","Sim","Boa","Bom","Tão exigentes quanto","Igual","Não","Péssima","Regular"
"192","2020/10/27 1:56:57 PM GMT-3","2","Design","Campina Grande","Sim","Todas","Bom","Não mudou","Igual","Não afetou","Nunca","Sim","Nao","Razoável","Razoável","Tão exigentes quanto","Igual","Não","Regular","Bom"
"193","2020/10/27 2:00:15 PM GMT-3","8","Arte e Mídia","Campina Grande","Sim","Todas","Bom","Piorou","Não sei/Não quero responder","Pior","Frequentemente","Sim","Sim","Boa","Excelente","Mais exigentes","Maior","Sim","Boa","Excelente"
"194","2020/10/27 2:01:43 PM GMT-3","4","Arte e Mídia","Campina Grande","Não","Algumas","Razoável","Piorou","Igual","Pior","Raramente","Não sei/Não quero responder","Sim","Razoável","Razoável","Tão exigentes quanto","Igual","Não sei/Não quero responder","Regular","Bom"
"195","2020/10/27 2:03:33 PM GMT-3","8","Design","Campina Grande","Não","Algumas","Bom","Melhorou","Igual","Não afetou","Frequentemente","Sim","Nao","Boa","Razoável","Tão exigentes quanto","Muito maior","Não sei/Não quero responder","Boa","Bom"
"196","2020/10/27 2:04:12 PM GMT-3","2","Arte e Mídia","Campina Grande","Não","Algumas","Razoável","Piorou","Pior","Pior","Frequentemente","Sim","Sim","Boa","Bom","Tão exigentes quanto","Maior","Não","Regular","Bom"
"197","2020/10/27 2:04:12 PM GMT-3","8","Arte e Mídia","Campina Grande","Não sei/Não quero responder","Todas","Razoável","Piorou","Pior","Não afetou","Frequentemente","Sim","Sim","Boa","Razoável","Tão exigentes quanto","Muito maior","Sim","Boa","Bom"
"198","2020/10/27 2:07:57 PM GMT-3","4","Arte e Mídia","Campina Grande","Não sei/Não quero responder","Todas","Razoável","Piorou","Pior","Pior","Raramente","Sim","Sim","Boa","Bom","Menos exigentes","Igual","Não sei/Não quero responder","Regular","Excelente"
"199","2020/10/27 2:14:49 PM GMT-3","2","Design","Campina Grande","Sim","Algumas","Razoável","Piorou","Pior","Pior","Raramente","Não","Sim","Razoável","Insuficiente","Tão exigentes quanto","Muito maior","Sim","Regular","Excelente"
"200","2020/10/27 2:25:34 PM GMT-3","2","Arte e Mídia","Campina Grande","Não sei/Não quero responder","Algumas","Ruim","Piorou","Pior","Pior","Frequentemente","Sim","Sim","Razoável","Razoável","Tão exigentes quanto","Maior","Não sei/Não quero responder","Regular","Bom"
"201","2020/10/27 2:32:19 PM GMT-3","6","Arte e Mídia","Campina Grande","Não","Algumas","Razoável","Piorou","Pior","Pior","Frequentemente","Sim","Sim","Razoável","Bom","Tão exigentes quanto","Maior","Sim","Ruim","Regular"
"203","2020/10/27 2:37:16 PM GMT-3","2","Arte e Mídia","Campina Grande","Sim","Todas","Razoável","Piorou","Pior","Melhor","Raramente","Sim","Nao","Excelente","Excelente","Menos exigentes","Menor","Não","Regular","Excelente"
"204","2020/10/27 2:38:50 PM GMT-3","5","Arte e Mídia","Campina Grande","Sim","Todas","Bom","Não mudou","Não sei/Não quero responder","Melhor","Frequentemente","Sim","Sim","Excelente","Excelente","Tão exigentes quanto","Igual","Não","Boa","Bom"
"205","2020/10/27 2:40:49 PM GMT-3","8","Arte e Mídia","Campina Grande","Não sei/Não quero responder","Algumas","Ruim","Piorou","Pior","Pior","Raramente","Sim","Sim","Boa","Bom","Não sei/Não quero responder","Igual","Não","Péssima","Regular"
"206","2020/10/27 2:41:04 PM GMT-3","7","Arte e Mídia","Campina Grande","Sim","Algumas","Razoável","Não mudou","Pior","Pior","Raramente","Sim","Nao","Boa","Razoável","Menos exigentes","Igual","Não","Regular","Bom"
"207","2020/10/27 2:49:10 PM GMT-3","4","Design","Campina Grande","Não","Algumas","Bom","Não mudou","Igual","Não afetou","Raramente","Sim","Sim","Boa","Razoável","Tão exigentes quanto","Igual","Não","Boa","Bom"
"208","2020/10/27 2:52:54 PM GMT-3","1","Design","Campina Grande","Não sei/Não quero responder","Nenhuma","Bom","Melhorou","Melhor","Não sei/Não quero responder","Nunca","Não sei/Não quero responder","Não passo por essas dificuldades","Não sei/Não quero responder","Não sei/Não quero responder","Tão exigentes quanto","Não sei/Não quero responder","Não sei/Não quero responder","Regular","Não sei/Não quero responder"
"209","2020/10/27 2:53:47 PM GMT-3","10","Engenharia Elétrica","Campina Grande","Sim","Todas","Bom","Piorou","Melhor","Pior","Raramente","Sim","Não passo por essas dificuldades","Razoável","Razoável","Mais exigentes","Muito maior","Sim","Regular","Excelente"
"210","2020/10/27 2:54:35 PM GMT-3","2","Design","Campina Grande","Sim","Todas","Bom","Melhorou","Não sei/Não quero responder","Pior","Raramente","Sim","Sim","Razoável","Bom","Tão exigentes quanto","Igual","Não","Boa","Excelente"
"211","2020/10/27 3:08:41 PM GMT-3","1","Design","Campina Grande","Sim","Todas","Razoável","Piorou","Pior","Pior","Raramente","Não","Sim","Razoável","Insuficiente","Tão exigentes quanto","Maior","Sim","Boa","Excelente"
"212","2020/10/27 3:13:50 PM GMT-3","1","Design","Campina Grande","Sim","Não sei/Não quero responder","Bom","Não mudou","Igual","Não afetou","Raramente","Sim","Sim","Excelente","Não sei/Não quero responder","Menos exigentes","Não sei/Não quero responder","Não sei/Não quero responder","Boa","Excelente"
"214","2020/10/27 3:14:21 PM GMT-3","1","Arte e Mídia","Campina Grande","Não sei/Não quero responder","Não sei/Não quero responder","Não sei/Não quero responder","Não sei/Não quero responder","Não sei/Não quero responder","Não sei/Não quero responder","Não sei/Não quero responder","Não sei/Não quero responder","Não sei/Não quero responder","Não sei/Não quero responder","Não sei/Não quero responder","Não sei/Não quero responder","Não sei/Não quero responder","Não sei/Não quero responder","Não sei/Não quero responder","Não sei/Não quero responder"
"215","2020/10/27 3:38:49 PM GMT-3","10","Engenharia Elétrica","Campina Grande","Não sei/Não quero responder","Todas","Bom","Melhorou","Igual","Pior","Raramente","Não","Não passo por essas dificuldades","Razoável","Bom","Tão exigentes quanto","Maior","Não","Péssima","Excelente"
"216","2020/10/27 3:40:16 PM GMT-3","1","Arte e Mídia","Campina Grande","Não sei/Não quero responder","Não sei/Não quero responder","Razoável","Não sei/Não quero responder","Não sei/Não quero responder","Não sei/Não quero responder","Não sei/Não quero responder","Não sei/Não quero responder","Não sei/Não quero responder","Não sei/Não quero responder","Não sei/Não quero responder","Não sei/Não quero responder","Não sei/Não quero responder","Não sei/Não quero responder","Não sei/Não quero responder","Não sei/Não quero responder"
"217","2020/10/27 3:46:20 PM GMT-3","6","Arte e Mídia","Campina Grande","Não","Algumas","Razoável","Piorou","Igual","Pior","Raramente","Sim","Sim","Excelente","Não sei/Não quero responder","Menos exigentes","Maior","Não","Ruim","Bom"
"219","2020/10/27 3:54:39 PM GMT-3","8","Arte e Mídia","Campina Grande","Sim","Algumas","Péssimo","Piorou","Pior","Pior","Frequentemente","Não","Sim","Boa","Bom","Menos exigentes","Igual","Sim","Regular","Excelente"
"220","2020/10/27 4:37:06 PM GMT-3","7","Arte e Mídia","Campina Grande","Não","Nenhuma","Não sei/Não quero responder","Não sei/Não quero responder","Pior","Não sei/Não quero responder","Não sei/Não quero responder","Não sei/Não quero responder","Não sei/Não quero responder","Não sei/Não quero responder","Não sei/Não quero responder","Não sei/Não quero responder","Não sei/Não quero responder","Não sei/Não quero responder","Regular","Não sei/Não quero responder"
"221","2020/10/27 4:43:54 PM GMT-3","6","Engenharia Elétrica","Campina Grande","Não","Algumas","Excelente","Melhorou","Melhor","Não afetou","Frequentemente","Não sei/Não quero responder","Nao","Boa","Razoável","Mais exigentes","Muito maior","Sim","Regular","Excelente"
"222","2020/10/27 4:45:57 PM GMT-3","2","Design","Campina Grande","Sim","Todas","Ruim","Piorou","Pior","Não afetou","Raramente","Não","Sim","Boa","Razoável","Tão exigentes quanto","Menor","Não","Boa","Excelente"
"224","2020/10/27 5:11:07 PM GMT-3","6","Design","Campina Grande","Não sei/Não quero responder","Não sei/Não quero responder","Razoável","Piorou","Igual","Não afetou","Raramente","Sim","Nao","Excelente","Excelente","Mais exigentes","Muito maior","Sim","Regular","Regular"
"228","2020/10/27 5:39:44 PM GMT-3","2","Arquitetura e Urbanismo","Campina Grande","Não","Algumas","Razoável","Piorou","Pior","Pior","Nunca","Sim","Não passo por essas dificuldades","Razoável","Bom","Menos exigentes","Menor","Não","Ruim","Ruim"
"229","2020/10/27 5:48:20 PM GMT-3","4","Arte e Mídia","Campina Grande","Não","Algumas","Bom","Não mudou","Igual","Não afetou","Nunca","Sim","Nao","Boa","Bom","Tão exigentes quanto","Igual","Não","Regular","Bom"
"230","2020/10/27 6:22:08 PM GMT-3","8","Engenharia Elétrica","Campina Grande","Sim","Algumas","Razoável","Piorou","Pior","Não afetou","Raramente","Sim","Sim","Boa","Insuficiente","Tão exigentes quanto","Muito maior","Sim","Regular","Excelente"
"231","2020/10/27 6:23:31 PM GMT-3","2","Arte e Mídia","Campina Grande","Sim","Algumas","Razoável","Piorou","Pior","Não afetou","Raramente","Sim","Sim","Razoável","Insuficiente","Menos exigentes","Muito menor","Não","Regular","Regular"
"232","2020/10/27 6:31:33 PM GMT-3","3","Arte e Mídia","Campina Grande","Sim","Todas","Razoável","Piorou","Pior","Não afetou","Raramente","Sim","Não passo por essas dificuldades","Razoável","Não sei/Não quero responder","Tão exigentes quanto","Igual","Não","Regular","Não sei/Não quero responder"
"233","2020/10/27 6:47:20 PM GMT-3","10","Estatística","Campina Grande","Não sei/Não quero responder","Todas","Razoável","Não mudou","Igual","Não sei/Não quero responder","Nunca","Sim","Não passo por essas dificuldades","Boa","Não sei/Não quero responder","Não sei/Não quero responder","Maior","Não","Regular","Excelente"
"234","2020/10/27 6:47:51 PM GMT-3","2","Arte e Mídia","Campina Grande","Sim","Algumas","Razoável","Piorou","Pior","Pior","Raramente","Não sei/Não quero responder","Sim","Boa","Bom","Tão exigentes quanto","Igual","Não sei/Não quero responder","Boa","Bom"
"236","2020/10/27 7:06:34 PM GMT-3","7","Arte e Mídia","Campina Grande","Sim","Todas","Excelente","Não mudou","Melhor","Não afetou","Não sei/Não quero responder","Sim","Sim","Excelente","Excelente","Mais exigentes","Muito maior","Não","Regular","Excelente"
"237","2020/10/27 7:08:21 PM GMT-3","2","Arte e Mídia","Campina Grande","Sim","Todas","Razoável","Não sei/Não quero responder","Igual","Não afetou","Raramente","Sim","Não passo por essas dificuldades","Razoável","Excelente","Menos exigentes","Muito menor","Não","Boa","Bom"
"240","2020/10/27 8:34:03 PM GMT-3","3","Design","Campina Grande","Não","Algumas","Bom","Não mudou","Não sei/Não quero responder","Pior","Frequentemente","Sim","Sim","Boa","Bom","Tão exigentes quanto","Muito maior","Sim","Boa","Bom"
"241","2020/10/27 9:15:04 PM GMT-3","1","Design","Campina Grande","Não sei/Não quero responder","Algumas","Bom","Não mudou","Pior","Não afetou","Raramente","Não","Nao","Razoável","Insuficiente","Tão exigentes quanto","Igual","Não","Boa","Bom"
"242","2020/10/27 10:46:26 PM GMT-3","4","Arte e Mídia","Campina Grande","Não","Algumas","Bom","Não sei/Não quero responder","Igual","Não sei/Não quero responder","Frequentemente","Sim","Sim","Boa","Insuficiente","Mais exigentes","Muito maior","Sim","Boa","Regular"
"243","2020/10/27 11:08:13 PM GMT-3","1","Estatística","Campina Grande","Sim","Nenhuma","Ruim","Piorou","Pior","Pior","Frequentemente","Não","Sim","Ruim","Insuficiente","Mais exigentes","Maior","Sim","Regular","Não sei/Não quero responder"
"245","2020/10/27 11:11:38 PM GMT-3","6","Engenharia Elétrica","Campina Grande","Não","Todas","Péssimo","Piorou","Pior","Pior","Raramente","Sim","Não passo por essas dificuldades","Razoável","Insuficiente","Menos exigentes","Muito maior","Sim","Péssima","Excelente"
"246","2020/10/27 11:37:38 PM GMT-3","2","Arte e Mídia","Campina Grande","Sim","Todas","Bom","Piorou","Pior","Não afetou","Raramente","Sim","Não passo por essas dificuldades","Boa","Excelente","Menos exigentes","Igual","Não","Boa","Bom"
"247","2020/10/27 11:47:55 PM GMT-3","6","Design","Campina Grande","Não","Algumas","Razoável","Piorou","Pior","Pior","Raramente","Não","Sim","Razoável","Insuficiente","Mais exigentes","Maior","Sim","Regular","Regular"
"248","2020/10/28 12:31:37 AM GMT-3","6","Arte e Mídia","Campina Grande","Sim","Todas","Bom","Piorou","Igual","Não afetou","Nunca","Sim","Sim","Boa","Bom","Menos exigentes","Igual","Não","Regular","Bom"
"249","2020/10/28 1:01:33 AM GMT-3","1","Engenharia de Materiais","Campina Grande","Não","Algumas","Razoável","Melhorou","Pior","Não afetou","Raramente","Sim","Sim","Boa","Bom","Tão exigentes quanto","Igual","Não","Regular","Excelente"
"250","2020/10/28 8:12:48 AM GMT-3","1","Estatística","Campina Grande","Não","Todas","Razoável","Não sei/Não quero responder","Pior","Pior","Raramente","Não sei/Não quero responder","Sim","Boa","Não sei/Não quero responder","Menos exigentes","Maior","Não","Regular","Excelente"
