"","data","Período","Curso","Campus","Você.acredita.que.as.vagas.ofertadas.no.RAE.foram.suficientes.","Com.relação.às.disciplinas.que.queria.cursar..você.conseguiu.se.matricular.em.","No.geral..você.acha.o.RAE.","Você.acredita.que.o.seu.desempenho.no.RAE..em.comparação.com.o.presencial.","Na.sua.opinião..a.qualidade.do.ensino.no.RAE..em.comparação.com.o.presencial..é.","Você.acredita.que.o.RAE.afetou.sua.saúde.mental.para.","No.que.diz.respeito.a.dificuldades.técnicas..queda.de.internet.ou.energia..indisponibilidade.de.equipamento.etc...você.passa.por.elas.","Na.sua.opinião..os.professores.são.tolerantes.com.imprevistos.que.impossibilitem.a.realização.de.atividades.","No.geral..você.acha.que.essas.dificuldades.prejudicam.o.seu.desempenho.","Em.geral..você.acha.que.a.atuação.dos.professores.no.RAE.é.está.sendo.","Na.sua.experiência..o.atendimento.individual.dos.professores.aos.alunos.está.sendo.","Na.sua.opinião..em.comparação.com.o.regime.presencial..no.RAE.os.professores.estão.","No.geral..em.comparação.com.o.regime.presencial..você.acha.que.o.volume.de.atividades.exigidas.no.RAE.é.","Você.julga.esse.volume.de.atividades.abusivo.","Como.você.avalia.a.atuação.da.UFCG.diante.da.pandemia.","Como.você.avalia.o.desempenho.da.coordenação.do.seu.curso.no.atendimento.e.suporte.aos.estudantes.no.RAE."
"352","2020/10/29 6:58:55 PM GMT-3","4","Geografia","Cajazeiras","Não sei/Não quero responder","Todas","Bom","Não sei/Não quero responder","Não sei/Não quero responder","Não sei/Não quero responder","Frequentemente","Sim","Sim","Boa","Bom","Mais exigentes","Muito maior","Não sei/Não quero responder","Boa","Bom"
"353","2020/10/29 6:59:07 PM GMT-3","3","Geografia","Cajazeiras","Não","Algumas","Ruim","Piorou","Pior","Pior","Frequentemente","Não","Sim","Razoável","Insuficiente","Mais exigentes","Maior","Não sei/Não quero responder","Não sei/Não quero responder","Não sei/Não quero responder"
"354","2020/10/29 7:05:43 PM GMT-3","8","Geografia","Cajazeiras","Sim","Todas","Bom","Não mudou","Pior","Pior","Frequentemente","Sim","Sim","Boa","Razoável","Tão exigentes quanto","Igual","Não","Boa","Bom"
"355","2020/10/29 7:34:32 PM GMT-3","4","Geografia","Cajazeiras","Não","Todas","Razoável","Piorou","Pior","Pior","Frequentemente","Sim","Sim","Boa","Razoável","Mais exigentes","Muito maior","Sim","Boa","Bom"
"357","2020/10/29 7:47:27 PM GMT-3","8","Geografia","Cajazeiras","Não","Todas","Bom","Não mudou","Igual","Não afetou","Frequentemente","Não","Sim","Boa","Razoável","Tão exigentes quanto","Igual","Não","Boa","Bom"
"358","2020/10/29 7:47:42 PM GMT-3","3","Geografia","Cajazeiras","Não","Algumas","Bom","Melhorou","Pior","Não afetou","Frequentemente","Não","Sim","Razoável","Insuficiente","Tão exigentes quanto","Maior","Não sei/Não quero responder","Boa","Excelente"
"359","2020/10/29 8:02:48 PM GMT-3","7","Geografia","Cajazeiras","Sim","Todas","Razoável","Piorou","Pior","Pior","Raramente","Sim","Sim","Boa","Bom","Tão exigentes quanto","Muito maior","Sim","Boa","Excelente"
"360","2020/10/29 8:14:14 PM GMT-3","5","Geografia","Cajazeiras","Sim","Todas","Ruim","Não mudou","Pior","Pior","Frequentemente","Sim","Sim","Boa","Bom","Mais exigentes","Muito maior","Sim","Regular","Regular"
"361","2020/10/29 8:17:58 PM GMT-3","3","Geografia","Cajazeiras","Sim","Algumas","Razoável","Piorou","Pior","Pior","Raramente","Sim","Sim","Boa","Bom","Tão exigentes quanto","Muito maior","Sim","Boa","Excelente"
"363","2020/10/29 9:44:07 PM GMT-3","1","Geografia","Cajazeiras","Não sei/Não quero responder","Não sei/Não quero responder","Bom","Não sei/Não quero responder","Não sei/Não quero responder","Não sei/Não quero responder","Frequentemente","Não sei/Não quero responder","Não sei/Não quero responder","Não sei/Não quero responder","Bom","Mais exigentes","Muito menor","Não","Excelente","Bom"
"364","2020/10/29 9:48:33 PM GMT-3","3","Geografia","Cajazeiras","Não","Algumas","Razoável","Não mudou","Igual","Não sei/Não quero responder","Nunca","Não","Sim","Boa","Bom","Mais exigentes","Muito maior","Sim","Boa","Bom"
"365","2020/10/29 9:50:54 PM GMT-3","8","Geografia","Cajazeiras","Não","Todas","Bom","Não mudou","Pior","Pior","Frequentemente","Não","Sim","Boa","Razoável","Tão exigentes quanto","Muito maior","Não sei/Não quero responder","Boa","Bom"
"366","2020/10/29 10:07:39 PM GMT-3","5","Geografia","Cajazeiras","Não sei/Não quero responder","Todas","Razoável","Piorou","Pior","Pior","Frequentemente","Sim","Sim","Razoável","Bom","Tão exigentes quanto","Maior","Sim","Boa","Bom"
"367","2020/10/29 10:16:51 PM GMT-3","9","Geografia","Cajazeiras","Sim","Todas","Excelente","Melhorou","Melhor","Não afetou","Raramente","Sim","Nao","Boa","Bom","Tão exigentes quanto","Igual","Não","Boa","Bom"
"368","2020/10/29 10:42:54 PM GMT-3","2","Geografia","Cajazeiras","Não","Algumas","Bom","Não mudou","Pior","Não afetou","Raramente","Sim","Nao","Boa","Razoável","Menos exigentes","Igual","Não","Boa","Bom"
"369","2020/10/30 2:57:55 AM GMT-3","1","Geografia","Cajazeiras","Não","Nenhuma","Razoável","Piorou","Igual","Não afetou","Raramente","Não","Não sei/Não quero responder","Razoável","Inexistente","Menos exigentes","Maior","Não","Boa","Regular"
"370","2020/10/30 8:37:38 AM GMT-3","8","Geografia","Cajazeiras","Sim","Todas","Razoável","Não mudou","Igual","Não afetou","Frequentemente","Sim","Sim","Boa","Razoável","Mais exigentes","Maior","Sim","Boa","Excelente"
"371","2020/10/30 8:38:29 AM GMT-3","2","Geografia","Cajazeiras","Sim","Todas","Ruim","Piorou","Pior","Pior","Frequentemente","Sim","Sim","Razoável","Razoável","Tão exigentes quanto","Maior","Não sei/Não quero responder","Ruim","Bom"
"372","2020/10/30 8:55:55 AM GMT-3","8","Geografia","Cajazeiras","Sim","Todas","Razoável","Não mudou","Igual","Não sei/Não quero responder","Raramente","Não sei/Não quero responder","Não sei/Não quero responder","Boa","Não sei/Não quero responder","Mais exigentes","Maior","Sim","Boa","Bom"
"373","2020/10/30 9:46:19 AM GMT-3","8","Geografia","Cajazeiras","Não","Todas","Péssimo","Piorou","Pior","Pior","Raramente","Não","Sim","Ruim","Inexistente","Mais exigentes","Muito maior","Sim","Ruim","Regular"
"375","2020/10/30 10:02:43 AM GMT-3","4","Geografia","Cajazeiras","Não","Todas","Razoável","Não mudou","Igual","Não afetou","Frequentemente","Sim","Sim","Razoável","Razoável","Mais exigentes","Maior","Não","Boa","Regular"
"376","2020/10/30 10:03:33 AM GMT-3","4","Geografia","Cajazeiras","Sim","Todas","Razoável","Não mudou","Igual","Pior","Raramente","Não","Sim","Boa","Razoável","Mais exigentes","Muito maior","Sim","Regular","Regular"
"377","2020/10/30 10:06:05 AM GMT-3","5","Ciências Biológicas","Cajazeiras","Não","Todas","Razoável","Piorou","Pior","Não afetou","Frequentemente","Não","Sim","Boa","Bom","Tão exigentes quanto","Igual","Não","Ruim","Bom"
"378","2020/10/30 10:40:16 AM GMT-3","8","Geografia","Cajazeiras","Sim","Todas","Bom","Não mudou","Igual","Não afetou","Frequentemente","Sim","Sim","Boa","Razoável","Tão exigentes quanto","Muito maior","Não","Regular","Bom"
"380","2020/10/30 4:49:47 PM GMT-3","1","Geografia","Cajazeiras","Não sei/Não quero responder","Algumas","Péssimo","Piorou","Pior","Pior","Raramente","Não","Sim","Ruim","Insuficiente","Mais exigentes","Muito maior","Sim","Excelente","Excelente"
"382","2020/10/30 7:45:23 PM GMT-3","7","Geografia","Cajazeiras","Sim","Algumas","Razoável","Melhorou","Igual","Não sei/Não quero responder","Frequentemente","Sim","Não sei/Não quero responder","Boa","Razoável","Tão exigentes quanto","Igual","Sim","Não sei/Não quero responder","Não sei/Não quero responder"
"384","2020/10/30 10:36:13 PM GMT-3","7","Geografia","Cajazeiras","Sim","Todas","Razoável","Não sei/Não quero responder","Pior","Pior","Frequentemente","Sim","Sim","Razoável","Razoável","Mais exigentes","Maior","Sim","Ruim","Bom"
"385","2020/10/31 1:52:52 PM GMT-3","10","História","Cajazeiras","Sim","Todas","Razoável","Piorou","Pior","Pior","Frequentemente","Sim","Sim","Boa","Razoável","Tão exigentes quanto","Maior","Sim","Boa","Excelente"
"386","2020/10/31 1:54:16 PM GMT-3","5","Geografia","Cajazeiras","Sim","Algumas","Péssimo","Piorou","Pior","Pior","Frequentemente","Não","Sim","Razoável","Inexistente","Mais exigentes","Muito maior","Sim","Regular","Regular"
"387","2020/10/31 9:12:04 PM GMT-3","4","Geografia","Cajazeiras","Não","Todas","Péssimo","Piorou","Pior","Pior","Raramente","Não sei/Não quero responder","Sim","Razoável","Inexistente","Tão exigentes quanto","Muito maior","Sim","Boa","Bom"
"388","2020/10/31 9:28:01 PM GMT-3","3","Geografia","Cajazeiras","Não sei/Não quero responder","Algumas","Bom","Não mudou","Pior","Não afetou","Raramente","Sim","Não passo por essas dificuldades","Boa","Excelente","Tão exigentes quanto","Maior","Não","Boa","Excelente"
"389","2020/11/01 4:29:35 PM GMT-3","2","Geografia","Cajazeiras","Não sei/Não quero responder","Algumas","Péssimo","Piorou","Pior","Pior","Frequentemente","Não sei/Não quero responder","Sim","Ruim","Razoável","Tão exigentes quanto","Igual","Não sei/Não quero responder","Regular","Regular"
"390","2020/11/01 5:47:28 PM GMT-3","3","História","Cajazeiras","Sim","Todas","Bom","Piorou","Pior","Pior","Frequentemente","Não","Sim","Boa","Razoável","Mais exigentes","Muito maior","Sim","Boa","Excelente"
"391","2020/11/01 11:11:13 PM GMT-3","4","História","Cajazeiras","Não","Algumas","Razoável","Não sei/Não quero responder","Pior","Não sei/Não quero responder","Frequentemente","Sim","Sim","Boa","Razoável","Menos exigentes","Maior","Não","Regular","Excelente"
"392","2020/11/02 8:52:58 AM GMT-3","2","Geografia","Cajazeiras","Não","Todas","Razoável","Piorou","Pior","Pior","Raramente","Sim","Sim","Boa","Bom","Tão exigentes quanto","Igual","Não","Regular","Bom"
"394","2020/11/02 6:07:32 PM GMT-3","9","Geografia","Cajazeiras","Não","Algumas","Razoável","Piorou","Pior","Pior","Frequentemente","Sim","Sim","Boa","Bom","Tão exigentes quanto","Muito maior","Sim","Não sei/Não quero responder","Bom"
"395","2020/11/03 12:57:10 AM GMT-3","5","História","Cajazeiras","Não","Algumas","Ruim","Piorou","Pior","Não sei/Não quero responder","Frequentemente","Não","Sim","Excelente","Razoável","Mais exigentes","Muito maior","Sim","Ruim","Excelente"
"397","2020/11/03 10:50:31 AM GMT-3","2","Geografia","Cajazeiras","Sim","Todas","Razoável","Piorou","Pior","Pior","Frequentemente","Sim","Sim","Razoável","Insuficiente","Mais exigentes","Muito maior","Sim","Regular","Não sei/Não quero responder"
"398","2020/11/03 11:19:48 AM GMT-3","4","Geografia","Cajazeiras","Sim","Todas","Razoável","Não mudou","Pior","Não sei/Não quero responder","Frequentemente","Sim","Sim","Razoável","Razoável","Tão exigentes quanto","Maior","Sim","Boa","Bom"
"399","2020/11/03 2:03:01 PM GMT-3","4","Geografia","Cajazeiras","Não sei/Não quero responder","Todas","Razoável","Não mudou","Pior","Não sei/Não quero responder","Frequentemente","Não","Sim","Péssima","Inexistente","Mais exigentes","Muito maior","Sim","Regular","Regular"
"400","2020/11/03 8:22:45 PM GMT-3","7","Geografia","Cajazeiras","Sim","Todas","Bom","Piorou","Igual","Não afetou","Raramente","Sim","Não sei/Não quero responder","Boa","Bom","Tão exigentes quanto","Maior","Sim","Não sei/Não quero responder","Excelente"
"401","2020/11/04 4:33:39 PM GMT-3","3","Geografia","Cajazeiras","Não","Todas","Razoável","Piorou","Pior","Pior","Frequentemente","Sim","Sim","Razoável","Razoável","Não sei/Não quero responder","Maior","Não","Regular","Excelente"
"402","2020/11/04 4:34:21 PM GMT-3","5","Geografia","Cajazeiras","Sim","Todas","Péssimo","Piorou","Pior","Pior","Frequentemente","Sim","Sim","Ruim","Razoável","Mais exigentes","Muito maior","Sim","Boa","Regular"
"404","2020/11/04 4:34:26 PM GMT-3","8","Geografia","Cajazeiras","Sim","Algumas","Bom","Não mudou","Melhor","Não afetou","Raramente","Sim","Sim","Boa","Bom","Mais exigentes","Menor","Não","Boa","Bom"
"405","2020/11/04 4:46:13 PM GMT-3","3","Geografia","Cajazeiras","Não","Algumas","Ruim","Piorou","Pior","Pior","Frequentemente","Sim","Sim","Razoável","Bom","Mais exigentes","Muito maior","Sim","Regular","Excelente"
"406","2020/11/04 4:46:51 PM GMT-3","10","História","Cajazeiras","Não","Algumas","Ruim","Piorou","Pior","Pior","Frequentemente","Sim","Sim","Boa","Bom","Tão exigentes quanto","Maior","Não","Regular","Bom"
"407","2020/11/04 4:52:22 PM GMT-3","2","Geografia","Cajazeiras","Sim","Todas","Razoável","Não mudou","Pior","Não afetou","Raramente","Sim","Sim","Boa","Bom","Menos exigentes","Maior","Não","Boa","Bom"
"408","2020/11/04 4:55:24 PM GMT-3","1","Geografia","Cajazeiras","Sim","Todas","Bom","Não mudou","Pior","Não afetou","Raramente","Sim","Sim","Boa","Não sei/Não quero responder","Mais exigentes","Muito menor","Sim","Não sei/Não quero responder","Regular"
"409","2020/11/04 5:16:50 PM GMT-3","2","Geografia","Cajazeiras","Sim","Algumas","Razoável","Não mudou","Pior","Pior","Frequentemente","Sim","Sim","Excelente","Razoável","Mais exigentes","Muito maior","Não sei/Não quero responder","Excelente","Bom"
"410","2020/11/04 5:28:32 PM GMT-3","4","Geografia","Cajazeiras","Sim","Todas","Péssimo","Piorou","Pior","Pior","Frequentemente","Sim","Sim","Razoável","Razoável","Mais exigentes","Muito maior","Sim","Regular","Regular"
"411","2020/11/04 5:36:37 PM GMT-3","1","Geografia","Cajazeiras","Sim","Todas","Ruim","Piorou","Pior","Não afetou","Frequentemente","Não sei/Não quero responder","Sim","Boa","Inexistente","Tão exigentes quanto","Muito maior","Sim","Não sei/Não quero responder","Regular"
"412","2020/11/04 5:50:36 PM GMT-3","2","Geografia","Cajazeiras","Não sei/Não quero responder","Todas","Ruim","Piorou","Pior","Pior","Frequentemente","Não sei/Não quero responder","Sim","Ruim","Insuficiente","Mais exigentes","Muito maior","Sim","Regular","Não sei/Não quero responder"
"413","2020/11/04 6:32:04 PM GMT-3","7","História","Cajazeiras","Sim","Algumas","Ruim","Piorou","Pior","Pior","Frequentemente","Sim","Sim","Excelente","Excelente","Menos exigentes","Menor","Não","Regular","Bom"
"414","2020/11/04 6:46:46 PM GMT-3","5","Geografia","Cajazeiras","Não sei/Não quero responder","Algumas","Bom","Melhorou","Melhor","Melhor","Raramente","Sim","Não passo por essas dificuldades","Boa","Inexistente","Tão exigentes quanto","Igual","Não sei/Não quero responder","Boa","Bom"
"436","2020/11/04 8:15:08 PM GMT-3","6","Geografia","Cajazeiras","Sim","Algumas","Razoável","Piorou","Pior","Não afetou","Frequentemente","Sim","Sim","Razoável","Razoável","Tão exigentes quanto","Maior","Sim","Regular","Bom"
"471","2020/11/05 12:03:42 AM GMT-3","5","História","Cajazeiras","Não","Algumas","Razoável","Não mudou","Pior","Não afetou","Frequentemente","Sim","Sim","Razoável","Razoável","Tão exigentes quanto","Maior","Não sei/Não quero responder","Regular","Bom"
"484","2020/11/05 6:40:18 AM GMT-3","3","Geografia","Cajazeiras","Não sei/Não quero responder","Algumas","Excelente","Melhorou","Igual","Não afetou","Raramente","Sim","Não passo por essas dificuldades","Razoável","Insuficiente","Tão exigentes quanto","Igual","Não","Regular","Regular"
"486","2020/11/05 7:03:46 AM GMT-3","8","Geografia","Cajazeiras","Não sei/Não quero responder","Todas","Bom","Não sei/Não quero responder","Igual","Não sei/Não quero responder","Raramente","Sim","Não sei/Não quero responder","Boa","Razoável","Não sei/Não quero responder","Maior","Não sei/Não quero responder","Boa","Bom"
"494","2020/11/05 9:35:51 AM GMT-3","2","Medicina","Cajazeiras","Não","Algumas","Péssimo","Piorou","Pior","Pior","Raramente","Sim","Nao","Razoável","Bom","Não sei/Não quero responder","Maior","Sim","Péssima","Regular"
"497","2020/11/05 9:39:55 AM GMT-3","2","Medicina","Cajazeiras","Sim","Todas","Péssimo","Piorou","Pior","Pior","Frequentemente","Não","Sim","Ruim","Inexistente","Mais exigentes","Muito maior","Sim","Péssima","Bom"
"500","2020/11/05 9:41:11 AM GMT-3","2","Geografia","Cajazeiras","Não sei/Não quero responder","Nenhuma","Péssimo","Piorou","Pior","Pior","Frequentemente","Não","Sim","Péssima","Inexistente","Menos exigentes","Muito maior","Sim","Péssima","Péssimo"
"501","2020/11/05 9:41:49 AM GMT-3","8","História","Cajazeiras","Sim","Todas","Ruim","Piorou","Pior","Pior","Frequentemente","Sim","Sim","Razoável","Razoável","Mais exigentes","Maior","Sim","Ruim","Bom"
"523","2020/11/05 9:57:33 AM GMT-3","2","Medicina","Cajazeiras","Sim","Todas","Ruim","Piorou","Pior","Melhor","Raramente","Sim","Nao","Razoável","Insuficiente","Menos exigentes","Maior","Não","Péssima","Bom"
"534","2020/11/05 10:04:21 AM GMT-3","3","Física","Cajazeiras","Sim","Todas","Razoável","Piorou","Pior","Pior","Raramente","Sim","Sim","Razoável","Insuficiente","Mais exigentes","Muito maior","Não","Regular","Ruim"
"582","2020/11/05 10:38:42 AM GMT-3","3","Medicina","Cajazeiras","Não","Todas","Razoável","Não mudou","Igual","Pior","Raramente","Sim","Nao","Boa","Bom","Mais exigentes","Muito maior","Sim","Regular","Excelente"
"607","2020/11/05 10:59:04 AM GMT-3","4","Geografia","Cajazeiras","Não sei/Não quero responder","Todas","Razoável","Não mudou","Pior","Pior","Raramente","Não","Sim","Razoável","Razoável","Mais exigentes","Muito maior","Sim","Regular","Regular"
"618","2020/11/05 11:11:49 AM GMT-3","6","Medicina","Cajazeiras","Sim","Algumas","Razoável","Piorou","Pior","Não afetou","Raramente","Não","Não sei/Não quero responder","Razoável","Razoável","Menos exigentes","Menor","Não","Péssima","Bom"
"620","2020/11/05 11:13:27 AM GMT-3","1","Medicina","Cajazeiras","Não","Algumas","Ruim","Piorou","Pior","Pior","Frequentemente","Sim","Sim","Boa","Bom","Menos exigentes","Maior","Não","Péssima","Regular"
"621","2020/11/05 11:13:28 AM GMT-3","1","Medicina","Cajazeiras","Sim","Todas","Razoável","Não sei/Não quero responder","Pior","Melhor","Frequentemente","Não","Sim","Razoável","Insuficiente","Mais exigentes","Maior","Sim","Boa","Regular"
"622","2020/11/05 11:13:43 AM GMT-3","1","Medicina","Cajazeiras","Sim","Todas","Bom","Não mudou","Igual","Pior","Raramente","Sim","Não passo por essas dificuldades","Boa","Razoável","Menos exigentes","Maior","Sim","Regular","Regular"
"623","2020/11/05 11:13:51 AM GMT-3","1","Medicina","Cajazeiras","Sim","Todas","Péssimo","Piorou","Pior","Pior","Frequentemente","Sim","Sim","Ruim","Inexistente","Não sei/Não quero responder","Muito maior","Sim","Péssima","Regular"
"624","2020/11/05 11:14:14 AM GMT-3","1","Medicina","Cajazeiras","Sim","Todas","Péssimo","Piorou","Pior","Pior","Frequentemente","Não","Sim","Ruim","Insuficiente","Mais exigentes","Maior","Sim","Péssima","Regular"
"625","2020/11/05 11:14:43 AM GMT-3","2","Medicina","Cajazeiras","Não","Todas","Péssimo","Piorou","Pior","Pior","Frequentemente","Sim","Sim","Razoável","Razoável","Tão exigentes quanto","Maior","Sim","Péssima","Péssimo"
"626","2020/11/05 11:14:58 AM GMT-3","7","Medicina","Cajazeiras","Sim","Todas","Péssimo","Não mudou","Pior","Não afetou","Nunca","Não","Não passo por essas dificuldades","Razoável","Insuficiente","Menos exigentes","Igual","Não","Péssima","Ruim"
"627","2020/11/05 11:15:13 AM GMT-3","1","Medicina","Cajazeiras","Não","Não sei/Não quero responder","Péssimo","Piorou","Pior","Pior","Frequentemente","Não","Sim","Péssima","Insuficiente","Mais exigentes","Maior","Sim","Péssima","Péssimo"
"628","2020/11/05 11:15:59 AM GMT-3","1","Medicina","Cajazeiras","Não sei/Não quero responder","Não sei/Não quero responder","Ruim","Piorou","Pior","Não afetou","Raramente","Sim","Não passo por essas dificuldades","Razoável","Insuficiente","Mais exigentes","Não sei/Não quero responder","Não sei/Não quero responder","Péssima","Bom"
"629","2020/11/05 11:16:28 AM GMT-3","2","Medicina","Cajazeiras","Sim","Todas","Ruim","Não mudou","Igual","Não afetou","Raramente","Não","Não passo por essas dificuldades","Ruim","Insuficiente","Menos exigentes","Muito menor","Não","Péssima","Bom"
"630","2020/11/05 11:19:31 AM GMT-3","1","Medicina","Cajazeiras","Sim","Todas","Razoável","Não mudou","Igual","Não afetou","Raramente","Não sei/Não quero responder","Sim","Razoável","Inexistente","Tão exigentes quanto","Menor","Não","Péssima","Péssimo"
"631","2020/11/05 11:19:40 AM GMT-3","1","Medicina","Cajazeiras","Sim","Todas","Ruim","Piorou","Pior","Pior","Frequentemente","Sim","Sim","Razoável","Insuficiente","Menos exigentes","Maior","Sim","Ruim","Ruim"
"632","2020/11/05 11:21:42 AM GMT-3","2","Medicina","Cajazeiras","Não","Algumas","Razoável","Não mudou","Pior","Não afetou","Raramente","Sim","Sim","Boa","Razoável","Mais exigentes","Muito maior","Não sei/Não quero responder","Péssima","Excelente"
"633","2020/11/05 11:21:43 AM GMT-3","1","Medicina","Cajazeiras","Não","Algumas","Razoável","Não mudou","Melhor","Melhor","Frequentemente","Não","Sim","Razoável","Insuficiente","Mais exigentes","Muito maior","Sim","Regular","Regular"
"634","2020/11/05 11:22:11 AM GMT-3","1","Medicina","Cajazeiras","Não","Algumas","Razoável","Piorou","Pior","Pior","Frequentemente","Sim","Sim","Razoável","Insuficiente","Não sei/Não quero responder","Maior","Sim","Ruim","Regular"
"636","2020/11/05 11:24:12 AM GMT-3","2","Medicina","Cajazeiras","Não sei/Não quero responder","Algumas","Ruim","Piorou","Pior","Pior","Frequentemente","Sim","Sim","Boa","Não sei/Não quero responder","Não sei/Não quero responder","Menor","Não sei/Não quero responder","Ruim","Excelente"
"639","2020/11/05 11:29:19 AM GMT-3","1","Pedagogia","Cajazeiras","Sim","Todas","Bom","Melhorou","Igual","Não afetou","Frequentemente","Sim","Sim","Boa","Excelente","Mais exigentes","Igual","Não","Boa","Excelente"
"640","2020/11/05 11:29:28 AM GMT-3","1","Medicina","Cajazeiras","Sim","Algumas","Razoável","Não mudou","Pior","Não afetou","Raramente","Sim","Sim","Razoável","Insuficiente","Não sei/Não quero responder","Não sei/Não quero responder","Não","Regular","Regular"
"647","2020/11/05 11:43:46 AM GMT-3","2","Medicina","Cajazeiras","Não sei/Não quero responder","Nenhuma","Ruim","Piorou","Pior","Pior","Frequentemente","Não sei/Não quero responder","Sim","Péssima","Insuficiente","Menos exigentes","Maior","Não sei/Não quero responder","Péssima","Bom"
"669","2020/11/05 12:20:58 PM GMT-3","6","Medicina","Cajazeiras","Sim","Todas","Ruim","Piorou","Pior","Não afetou","Raramente","Sim","Nao","Razoável","Razoável","Tão exigentes quanto","Igual","Não","Péssima","Regular"
"672","2020/11/05 12:24:05 PM GMT-3","1","Medicina","Cajazeiras","Sim","Todas","Péssimo","Piorou","Pior","Pior","Frequentemente","Sim","Sim","Ruim","Insuficiente","Mais exigentes","Muito maior","Sim","Ruim","Ruim"
"711","2020/11/05 12:54:36 PM GMT-3","3","Medicina","Cajazeiras","Sim","Todas","Razoável","Piorou","Pior","Pior","Frequentemente","Sim","Sim","Boa","Bom","Menos exigentes","Menor","Não","Ruim","Bom"
"754","2020/11/05 1:13:06 PM GMT-3","1","Medicina","Cajazeiras","Sim","Todas","Razoável","Não mudou","Melhor","Pior","Frequentemente","Não","Sim","Ruim","Inexistente","Não sei/Não quero responder","Maior","Sim","Regular","Regular"
"863","2020/11/05 2:52:41 PM GMT-3","5","Pedagogia","Cajazeiras","Não sei/Não quero responder","Todas","Péssimo","Piorou","Pior","Pior","Frequentemente","Não","Sim","Ruim","Inexistente","Mais exigentes","Igual","Sim","Ruim","Ruim"
"877","2020/11/05 2:55:40 PM GMT-3","5","Ciências Biológicas","Cajazeiras","Sim","Algumas","Péssimo","Piorou","Pior","Pior","Frequentemente","Não sei/Não quero responder","Sim","Ruim","Razoável","Menos exigentes","Igual","Sim","Péssima","Excelente"
"884","2020/11/05 2:56:44 PM GMT-3","3","História","Cajazeiras","Não sei/Não quero responder","Algumas","Razoável","Piorou","Pior","Pior","Frequentemente","Sim","Sim","Razoável","Razoável","Menos exigentes","Menor","Não","Regular","Excelente"
"898","2020/11/05 2:58:58 PM GMT-3","5","Ciências Biológicas","Cajazeiras","Não sei/Não quero responder","Algumas","Ruim","Não mudou","Pior","Não afetou","Frequentemente","Não","Sim","Razoável","Bom","Mais exigentes","Maior","Sim","Regular","Regular"
"914","2020/11/05 3:00:45 PM GMT-3","5","Ciências Biológicas","Cajazeiras","Sim","Algumas","Bom","Não mudou","Melhor","Melhor","Raramente","Sim","Nao","Boa","Bom","Tão exigentes quanto","Maior","Não","Excelente","Excelente"
"1076","2020/11/05 3:55:41 PM GMT-3","3","Ciências Biológicas","Cajazeiras","Não","Algumas","Ruim","Não mudou","Igual","Pior","Frequentemente","Sim","Nao","Razoável","Razoável","Mais exigentes","Muito maior","Sim","Regular","Ruim"
"1200","2020/11/05 6:39:45 PM GMT-3","1","Geografia","Cajazeiras","Não sei/Não quero responder","Todas","Razoável","Não sei/Não quero responder","Não sei/Não quero responder","Não afetou","Frequentemente","Não sei/Não quero responder","Sim","Boa","Não sei/Não quero responder","Menos exigentes","Igual","Não","Excelente","Excelente"
"1209","2020/11/05 7:25:02 PM GMT-3","1","Geografia","Cajazeiras","Sim","Algumas","Ruim","Piorou","Pior","Pior","Frequentemente","Não sei/Não quero responder","Sim","Razoável","Insuficiente","Mais exigentes","Muito maior","Não sei/Não quero responder","Boa","Bom"
"1211","2020/11/05 7:31:33 PM GMT-3","1","Medicina","Cajazeiras","Sim","Algumas","Razoável","Piorou","Pior","Não afetou","Raramente","Sim","Não passo por essas dificuldades","Boa","Insuficiente","Menos exigentes","Não sei/Não quero responder","Não","Ruim","Regular"
"1223","2020/11/05 8:24:40 PM GMT-3","8","Geografia","Cajazeiras","Não","Algumas","Péssimo","Piorou","Pior","Pior","Frequentemente","Sim","Sim","Boa","Não sei/Não quero responder","Tão exigentes quanto","Maior","Não","Regular","Bom"
"1237","2020/11/05 10:04:49 PM GMT-3","1","Enfermagem","Cajazeiras","Sim","Algumas","Razoável","Não sei/Não quero responder","Pior","Não afetou","Frequentemente","Não sei/Não quero responder","Sim","Boa","Razoável","Não sei/Não quero responder","Não sei/Não quero responder","Não sei/Não quero responder","Regular","Regular"
"1246","2020/11/05 11:18:30 PM GMT-3","6","Geografia","Cajazeiras","Não","Algumas","Razoável","Piorou","Pior","Não afetou","Frequentemente","Sim","Sim","Razoável","Razoável","Tão exigentes quanto","Igual","Não","Boa","Regular"
"1253","2020/11/06 2:02:13 AM GMT-3","8","Ciências Biológicas","Cajazeiras","Sim","Algumas","Péssimo","Piorou","Pior","Pior","Frequentemente","Não","Sim","Péssima","Inexistente","Menos exigentes","Muito maior","Sim","Péssima","Regular"
"1314","2020/11/06 8:15:59 AM GMT-3","4","Medicina","Cajazeiras","Não","Algumas","Razoável","Melhorou","Igual","Pior","Raramente","Não","Sim","Razoável","Inexistente","Tão exigentes quanto","Igual","Não","Péssima","Péssimo"
"1323","2020/11/06 8:26:18 AM GMT-3","4","Enfermagem","Cajazeiras","Sim","Todas","Bom","Não sei/Não quero responder","Pior","Não afetou","Raramente","Não","Sim","Ruim","Bom","Não sei/Não quero responder","Igual","Não sei/Não quero responder","Regular","Regular"
