"","data","Período","Curso","Campus","Você.acredita.que.as.vagas.ofertadas.no.RAE.foram.suficientes.","Com.relação.às.disciplinas.que.queria.cursar..você.conseguiu.se.matricular.em.","No.geral..você.acha.o.RAE.","Você.acredita.que.o.seu.desempenho.no.RAE..em.comparação.com.o.presencial.","Na.sua.opinião..a.qualidade.do.ensino.no.RAE..em.comparação.com.o.presencial..é.","Você.acredita.que.o.RAE.afetou.sua.saúde.mental.para.","No.que.diz.respeito.a.dificuldades.técnicas..queda.de.internet.ou.energia..indisponibilidade.de.equipamento.etc...você.passa.por.elas.","Na.sua.opinião..os.professores.são.tolerantes.com.imprevistos.que.impossibilitem.a.realização.de.atividades.","No.geral..você.acha.que.essas.dificuldades.prejudicam.o.seu.desempenho.","Em.geral..você.acha.que.a.atuação.dos.professores.no.RAE.é.está.sendo.","Na.sua.experiência..o.atendimento.individual.dos.professores.aos.alunos.está.sendo.","Na.sua.opinião..em.comparação.com.o.regime.presencial..no.RAE.os.professores.estão.","No.geral..em.comparação.com.o.regime.presencial..você.acha.que.o.volume.de.atividades.exigidas.no.RAE.é.","Você.julga.esse.volume.de.atividades.abusivo.","Como.você.avalia.a.atuação.da.UFCG.diante.da.pandemia.","Como.você.avalia.o.desempenho.da.coordenação.do.seu.curso.no.atendimento.e.suporte.aos.estudantes.no.RAE."
"294","2020/10/28 4:48:33 PM GMT-3","7","Engenharia Elétrica","Campina Grande","Não sei/Não quero responder","Algumas","Bom","Não mudou","Pior","Não sei/Não quero responder","Frequentemente","Sim","Sim","Boa","Razoável","Mais exigentes","Maior","Não","Boa","Bom"
"304","2020/10/29 9:15:40 AM GMT-3","4","Engenharia Elétrica","Campina Grande","Não","Algumas","Ruim","Melhorou","Igual","Não sei/Não quero responder","Raramente","Sim","Sim","Boa","Não sei/Não quero responder","Mais exigentes","Muito maior","Não","Péssima","Regular"
"308","2020/10/29 12:10:48 PM GMT-3","6","Engenharia Elétrica","Campina Grande","Sim","Todas","Ruim","Não sei/Não quero responder","Pior","Pior","Raramente","Sim","Sim","Não sei/Não quero responder","Razoável","Mais exigentes","Muito maior","Sim","Péssima","Excelente"
"374","2020/10/30 9:57:11 AM GMT-3","2","Engenharia Elétrica","Campina Grande","Não","Algumas","Razoável","Não sei/Não quero responder","Pior","Pior","Raramente","Sim","Não sei/Não quero responder","Ruim","Insuficiente","Tão exigentes quanto","Maior","Sim","Péssima","Regular"
"403","2020/11/04 4:34:22 PM GMT-3","2","Engenharia Elétrica","Campina Grande","Não","Nenhuma","Razoável","Não mudou","Igual","Não afetou","Raramente","Sim","Nao","Razoável","Bom","Mais exigentes","Muito maior","Sim","Regular","Bom"
"769","2020/11/05 1:24:01 PM GMT-3","3","Engenharia Elétrica","Campina Grande","Não","Algumas","Bom","Melhorou","Igual","Não afetou","Nunca","Não","Nao","Ruim","Razoável","Mais exigentes","Muito maior","Sim","Excelente","Excelente"
"873","2020/11/05 2:55:09 PM GMT-3","8","Engenharia Elétrica","Campina Grande","Não","Algumas","Excelente","Melhorou","Igual","Melhor","Raramente","Não","Nao","Razoável","Bom","Tão exigentes quanto","Igual","Não","Excelente","Regular"
"1054","2020/11/05 3:47:47 PM GMT-3","3","Engenharia Elétrica","Campina Grande","Não","Algumas","Ruim","Piorou","Pior","Não afetou","Raramente","Não","Sim","Razoável","Razoável","Tão exigentes quanto","Igual","Não sei/Não quero responder","Ruim","Bom"
"1092","2020/11/05 4:05:12 PM GMT-3","1","Engenharia Elétrica","Campina Grande","Não","Algumas","Ruim","Não sei/Não quero responder","Não sei/Não quero responder","Pior","Raramente","Não","Sim","Razoável","Razoável","Não sei/Não quero responder","Não sei/Não quero responder","Não sei/Não quero responder","Péssima","Bom"
"1097","2020/11/05 4:08:45 PM GMT-3","1","Engenharia Elétrica","Campina Grande","Não","Algumas","Razoável","Não sei/Não quero responder","Não sei/Não quero responder","Não sei/Não quero responder","Frequentemente","Não sei/Não quero responder","Sim","Boa","Não sei/Não quero responder","Não sei/Não quero responder","Maior","Não sei/Não quero responder","Não sei/Não quero responder","Regular"
"1098","2020/11/05 4:09:09 PM GMT-3","1","Engenharia Elétrica","Campina Grande","Não","Algumas","Razoável","Não sei/Não quero responder","Não sei/Não quero responder","Pior","Raramente","Sim","Sim","Boa","Insuficiente","Mais exigentes","Maior","Não","Regular","Excelente"
"1112","2020/11/05 4:15:44 PM GMT-3","2","Engenharia Elétrica","Campina Grande","Não","Algumas","Razoável","Melhorou","Pior","Pior","Nunca","Não","Sim","Péssima","Inexistente","Mais exigentes","Muito maior","Sim","Péssima","Excelente"
"1226","2020/11/05 8:57:52 PM GMT-3","4","Engenharia Elétrica","Campina Grande","Não","Algumas","Razoável","Não mudou","Pior","Pior","Raramente","Não sei/Não quero responder","Sim","Ruim","Insuficiente","Mais exigentes","Muito maior","Sim","Péssima","Regular"
"1232","2020/11/05 9:11:30 PM GMT-3","2","Engenharia Elétrica","Campina Grande","Não","Algumas","Bom","Não mudou","Igual","Não afetou","Frequentemente","Não sei/Não quero responder","Não sei/Não quero responder","Razoável","Não sei/Não quero responder","Tão exigentes quanto","Não sei/Não quero responder","Não sei/Não quero responder","Boa","Bom"
"1533","2020/11/07 12:11:36 AM GMT-3","6","Engenharia Elétrica","Campina Grande","Não","Algumas","Razoável","Melhorou","Pior","Não sei/Não quero responder","Frequentemente","Sim","Sim","Boa","Não sei/Não quero responder","Mais exigentes","Muito maior","Não","Regular","Excelente"
