"","data","Período","Curso","Campus","Você.acredita.que.as.vagas.ofertadas.no.RAE.foram.suficientes.","Com.relação.às.disciplinas.que.queria.cursar..você.conseguiu.se.matricular.em.","No.geral..você.acha.o.RAE.","Você.acredita.que.o.seu.desempenho.no.RAE..em.comparação.com.o.presencial.","Na.sua.opinião..a.qualidade.do.ensino.no.RAE..em.comparação.com.o.presencial..é.","Você.acredita.que.o.RAE.afetou.sua.saúde.mental.para.","No.que.diz.respeito.a.dificuldades.técnicas..queda.de.internet.ou.energia..indisponibilidade.de.equipamento.etc...você.passa.por.elas.","Na.sua.opinião..os.professores.são.tolerantes.com.imprevistos.que.impossibilitem.a.realização.de.atividades.","No.geral..você.acha.que.essas.dificuldades.prejudicam.o.seu.desempenho.","Em.geral..você.acha.que.a.atuação.dos.professores.no.RAE.é.está.sendo.","Na.sua.experiência..o.atendimento.individual.dos.professores.aos.alunos.está.sendo.","Na.sua.opinião..em.comparação.com.o.regime.presencial..no.RAE.os.professores.estão.","No.geral..em.comparação.com.o.regime.presencial..você.acha.que.o.volume.de.atividades.exigidas.no.RAE.é.","Você.julga.esse.volume.de.atividades.abusivo.","Como.você.avalia.a.atuação.da.UFCG.diante.da.pandemia.","Como.você.avalia.o.desempenho.da.coordenação.do.seu.curso.no.atendimento.e.suporte.aos.estudantes.no.RAE."
"827","2020/11/05 2:30:21 PM GMT-3","5","Engenharia Civil","Pombal","Sim","Todas","Razoável","Não mudou","Igual","Não sei/Não quero responder","Frequentemente","Sim","Sim","Razoável","Razoável","Mais exigentes","Muito maior","Sim","Boa","Bom"
"829","2020/11/05 2:33:04 PM GMT-3","8","Engenharia Civil","Pombal","Não sei/Não quero responder","Algumas","Péssimo","Piorou","Pior","Pior","Raramente","Não","Sim","Ruim","Insuficiente","Mais exigentes","Muito maior","Sim","Não sei/Não quero responder","Excelente"
"837","2020/11/05 2:37:12 PM GMT-3","1","Engenharia Civil","Pombal","Sim","Todas","Razoável","Piorou","Pior","Não afetou","Frequentemente","Não","Sim","Ruim","Insuficiente","Não sei/Não quero responder","Muito menor","Não","Regular","Bom"
"853","2020/11/05 2:47:29 PM GMT-3","7","Engenharia Civil","Pombal","Não","Algumas","Ruim","Piorou","Pior","Não afetou","Raramente","Sim","Sim","Razoável","Razoável","Mais exigentes","Muito maior","Sim","Regular","Excelente"
"928","2020/11/05 3:04:11 PM GMT-3","3","Engenharia Civil","Pombal","Não","Algumas","Ruim","Piorou","Pior","Pior","Frequentemente","Não sei/Não quero responder","Sim","Não sei/Não quero responder","Razoável","Mais exigentes","Muito maior","Sim","Não sei/Não quero responder","Não sei/Não quero responder"
"984","2020/11/05 3:14:13 PM GMT-3","8","Engenharia Civil","Pombal","Não","Algumas","Péssimo","Piorou","Pior","Pior","Frequentemente","Sim","Sim","Ruim","Insuficiente","Menos exigentes","Maior","Sim","Péssima","Bom"
"1023","2020/11/05 3:32:12 PM GMT-3","4","Engenharia Civil","Pombal","Não","Algumas","Péssimo","Piorou","Pior","Pior","Frequentemente","Sim","Sim","Razoável","Insuficiente","Menos exigentes","Muito maior","Sim","Ruim","Péssimo"
"1032","2020/11/05 3:35:14 PM GMT-3","3","Engenharia Civil","Pombal","Não","Algumas","Péssimo","Piorou","Pior","Pior","Frequentemente","Não","Sim","Razoável","Razoável","Mais exigentes","Muito maior","Sim","Péssima","Regular"
"1043","2020/11/05 3:39:02 PM GMT-3","3","Engenharia Civil","Pombal","Sim","Todas","Razoável","Não mudou","Pior","Não afetou","Raramente","Sim","Nao","Razoável","Insuficiente","Tão exigentes quanto","Muito maior","Sim","Boa","Bom"
"1050","2020/11/05 3:41:26 PM GMT-3","3","Engenharia Civil","Pombal","Não","Algumas","Razoável","Não mudou","Pior","Pior","Raramente","Sim","Sim","Razoável","Insuficiente","Mais exigentes","Muito maior","Sim","Regular","Regular"
"1081","2020/11/05 3:58:20 PM GMT-3","3","Engenharia Civil","Campina Grande","Não","Algumas","Bom","Não mudou","Pior","Não afetou","Nunca","Sim","Não passo por essas dificuldades","Boa","Excelente","Tão exigentes quanto","Muito maior","Sim","Ruim","Regular"
"1085","2020/11/05 4:01:04 PM GMT-3","3","Engenharia Civil","Pombal","Não sei/Não quero responder","Todas","Ruim","Piorou","Pior","Pior","Frequentemente","Sim","Sim","Razoável","Razoável","Tão exigentes quanto","Maior","Sim","Regular","Regular"
"1125","2020/11/05 4:30:24 PM GMT-3","7","Engenharia Civil","Pombal","Não","Algumas","Razoável","Piorou","Pior","Pior","Raramente","Sim","Sim","Razoável","Razoável","Mais exigentes","Maior","Não","Regular","Excelente"
"1127","2020/11/05 4:34:20 PM GMT-3","1","Engenharia Civil","Campina Grande","Não","Algumas","Razoável","Piorou","Pior","Pior","Raramente","Sim","Sim","Razoável","Insuficiente","Mais exigentes","Muito maior","Sim","Ruim","Não sei/Não quero responder"
"1157","2020/11/05 5:13:16 PM GMT-3","4","Engenharia Civil","Pombal","Sim","Todas","Péssimo","Piorou","Pior","Não afetou","Frequentemente","Não sei/Não quero responder","Sim","Razoável","Bom","Mais exigentes","Muito maior","Sim","Ruim","Bom"
"1193","2020/11/05 6:23:01 PM GMT-3","4","Engenharia Civil","Campina Grande","Não","Algumas","Razoável","Piorou","Pior","Não afetou","Raramente","Sim","Sim","Razoável","Bom","Tão exigentes quanto","Maior","Não sei/Não quero responder","Ruim","Bom"
"1210","2020/11/05 7:28:18 PM GMT-3","7","Engenharia Civil","Campina Grande","Não","Algumas","Ruim","Não mudou","Pior","Pior","Raramente","Sim","Sim","Razoável","Inexistente","Mais exigentes","Muito maior","Sim","Regular","Bom"
"1236","2020/11/05 10:03:39 PM GMT-3","3","Engenharia Civil","Pombal","Não sei/Não quero responder","Não sei/Não quero responder","Péssimo","Piorou","Pior","Pior","Frequentemente","Não","Sim","Razoável","Insuficiente","Não sei/Não quero responder","Não sei/Não quero responder","Não sei/Não quero responder","Regular","Regular"
"1238","2020/11/05 10:06:18 PM GMT-3","3","Engenharia Civil","Pombal","Não","Algumas","Bom","Não mudou","Pior","Não afetou","Frequentemente","Sim","Sim","Boa","Razoável","Tão exigentes quanto","Igual","Não","Boa","Bom"
"1239","2020/11/05 10:12:58 PM GMT-3","3","Engenharia Civil","Pombal","Sim","Algumas","Razoável","Não mudou","Igual","Melhor","Nunca","Sim","Não passo por essas dificuldades","Razoável","Bom","Tão exigentes quanto","Igual","Não","Regular","Regular"
"1240","2020/11/05 10:28:16 PM GMT-3","3","Engenharia Civil","Pombal","Não","Algumas","Péssimo","Não mudou","Pior","Pior","Frequentemente","Não sei/Não quero responder","Sim","Razoável","Inexistente","Mais exigentes","Muito maior","Sim","Ruim","Excelente"
"1248","2020/11/05 11:22:29 PM GMT-3","3","Engenharia Civil","Pombal","Não","Algumas","Péssimo","Piorou","Pior","Pior","Frequentemente","Não","Sim","Ruim","Insuficiente","Menos exigentes","Muito maior","Sim","Péssima","Bom"
"1255","2020/11/06 5:10:41 AM GMT-3","2","Engenharia Civil","Campina Grande","Não","Algumas","Razoável","Piorou","Pior","Não afetou","Frequentemente","Não","Sim","Razoável","Insuficiente","Mais exigentes","Muito maior","Sim","Regular","Bom"
"1310","2020/11/06 8:13:27 AM GMT-3","5","Engenharia Civil","Campina Grande","Não","Algumas","Razoável","Não mudou","Igual","Pior","Raramente","Sim","Não passo por essas dificuldades","Boa","Bom","Mais exigentes","Muito maior","Sim","Regular","Ruim"
"1338","2020/11/06 8:49:08 AM GMT-3","6","Engenharia Civil","Campina Grande","Não","Algumas","Ruim","Piorou","Pior","Pior","Raramente","Sim","Sim","Ruim","Inexistente","Mais exigentes","Muito maior","Sim","Regular","Péssimo"
"1396","2020/11/06 9:52:16 AM GMT-3","3","Engenharia Civil","Pombal","Não","Todas","Ruim","Piorou","Pior","Pior","Raramente","Não","Sim","Ruim","Razoável","Mais exigentes","Muito maior","Sim","Regular","Não sei/Não quero responder"
"1506","2020/11/06 3:34:26 PM GMT-3","4","Engenharia Civil","Campina Grande","Não","Algumas","Péssimo","Piorou","Pior","Pior","Frequentemente","Não","Sim","Ruim","Insuficiente","Mais exigentes","Muito maior","Sim","Péssima","Ruim"
"1534","2020/11/07 12:23:36 AM GMT-3","3","Engenharia Civil","Pombal","Não","Algumas","Péssimo","Piorou","Pior","Pior","Frequentemente","Não","Sim","Boa","Insuficiente","Mais exigentes","Muito maior","Sim","Péssima","Ruim"
